mode,pattern,injection_rate,offered_load,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,average_link_utilization,adaptive_hops,escape_hops,escape_transitions,escape_hop_fraction,sim_ticks,sim_freq
torus3d_adaptive_escape,uniform_random,0.2,0.1,64000.0,63801.0,63731.0,0.996890625,0.9989028385135029,0.0995796875,2.0,9.179599,11.179599,2.997725,31.8747,191205.0,4.0,2.0,2.0919517386733887e-05,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.22,0.11,70400.0,70205.0,70142.0,0.9972301136363636,0.9991026280179475,0.109596875,2.0,9.206994,11.206994,3.002566,35.1081,210730.0,2.0,2.0,9.490727559174686e-06,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.24,0.12,76800.0,76649.0,76571.0,0.9980338541666667,0.998982374199272,0.1196421875,2.0,9.222317,11.222317,3.001515,38.3194,229967.0,4.0,2.0,1.739349744098169e-05,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.26,0.13,83200.0,83161.0,83075.0,0.99953125,0.998965861401378,0.1298046875,2.000024,9.21625,11.216274,2.990972,41.4867,248629.0,4.0,4.0,1.6087969014571678e-05,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.28,0.14,89600.00000000001,89543.0,89450.0,0.9993638392857142,0.9989613928503625,0.139765625,2.000034,9.246316,11.24635,2.998591,44.7387,268389.0,4.0,4.0,1.4903518348094025e-05,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.3,0.15,96000.0,96060.0,95966.0,1.000625,0.9990214449302519,0.149946875,2.000031,9.283142,11.283173,3.00595,48.0706,288660.0,6.0,4.0,2.0785267402465132e-05,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.32,0.16,102400.0,102412.0,102313.0,1.0001171875,0.9990333164082335,0.1598640625,2.000078,9.273093,11.273172,2.993334,51.1176,306426.0,20.0,12.0,6.526435326289134e-05,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.34,0.17,108800.00000000001,108817.0,108708.0,1.0001562499999999,0.998998318277475,0.16985625,2.000092,9.311679,11.311771,3.002079,54.4073,326522.0,22.0,14.0,6.737223773825273e-05,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.36,0.18,115200.0,115134.0,115006.0,0.9994270833333333,0.9988882519499018,0.179696875,2.000043,9.324609,11.324653,3.000348,57.5452,345285.0,25.0,17.0,7.239871419883583e-05,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.38,0.19,121600.0,121411.0,121272.0,0.9984457236842105,0.998855128447999,0.1894875,2.000074,9.342923,11.342998,3.00066,60.6882,364163.0,34.0,24.0,9.335606828172665e-05,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.4,0.2,128000.0,127850.0,127720.0,0.998828125,0.998983183418068,0.1995625,2.000125,9.353719,11.353844,2.997314,63.8666,383035.0,55.0,37.0,0.00014356939622543006,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.42,0.21,134400.0,134152.0,134022.0,0.9981547619047619,0.9990309499672014,0.209409375,2.000142,9.380117,11.380258,3.00235,67.0823,402596.0,55.0,43.0,0.00013659471850312058,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.44,0.22,140800.0,140661.0,140529.0,0.9990127840909091,0.9990615735704993,0.2195765625,2.000263,9.392069,11.392332,2.999957,70.3011,421722.0,98.0,64.0,0.00023232658479920346,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.46,0.23,147200.0,146960.0,146819.0,0.9983695652173913,0.9990405552531301,0.2294046875,2.000238,9.413026,11.413264,3.000259,73.4569,440671.0,117.0,83.0,0.00026543372324110457,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.48,0.24,153600.0,153229.0,153063.0,0.9975846354166666,0.9989166541581554,0.2391609375,2.000261,9.446914,11.447175,3.008121,76.7083,460628.0,159.0,97.0,0.0003450618181502516,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.5,0.25,160000.0,159529.0,159391.0,0.99705625,0.9991349535194228,0.2490484375,2.000471,9.448915,11.449385,2.999247,79.7246,478157.0,164.0,106.0,0.00034286598330409915,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.52,0.26,166400.0,166218.0,166038.0,0.99890625,0.9989170847922607,0.259434375,2.000446,9.472308,11.472753,3.002301,83.1117,498692.0,175.0,117.0,0.00035079490124622395,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.54,0.27,172800.0,172492.0,172309.0,0.9982175925925926,0.9989390812327528,0.2692328125,2.000667,9.480567,11.481234,2.997847,86.1706,516659.0,245.0,161.0,0.00047397582529831457,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.56,0.28,179200.00000000003,178832.0,178642.0,0.9979464285714285,0.9989375503265635,0.279128125,2.000565,9.514286,11.514851,3.002278,89.4178,536451.0,251.0,175.0,0.0004676710725877675,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.58,0.29,185600.0,185199.0,185008.0,0.9978394396551724,0.9989686769367006,0.289075,2.000822,9.53262,11.533442,3.001076,92.5812,555257.0,346.0,230.0,0.0006227468174217922,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.6,0.3,192000.0,191612.0,191409.0,0.9979791666666666,0.998940567396614,0.2990765625,2.001217,9.553469,11.554687,2.998924,95.7453,574061.0,381.0,283.0,0.0006632523387913836,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.62,0.31,198400.0,198029.0,197831.0,0.9981300403225807,0.9990001464431977,0.3091109375,2.001461,9.58459,11.586051,3.004757,99.0674,594336.0,474.0,304.0,0.0007968931255358854,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.64,0.32,204800.0,204347.0,204138.0,0.9977880859375,0.9989772299079507,0.318965625,2.001553,9.602867,11.60442,3.003831,102.2135,613132.0,511.0,353.0,0.0008327317349012374,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.66,0.33,211200.0,210736.0,210516.0,0.9978030303030303,0.9989560397843747,0.32893125,2.0019,9.621634,11.623535,3.001568,105.3573,631701.0,612.0,412.0,0.0009678750871799252,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.68,0.34,217600.00000000003,217207.0,216978.0,0.9981939338235293,0.9989457061696907,0.339028125,2.002258,9.643434,11.645692,3.001235,108.5854,650964.0,712.0,478.0,0.0010925674721794267,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.7,0.35,224000.0,223803.0,223557.0,0.9991205357142857,0.9989008190238736,0.3493078125,2.002885,9.683705,11.68659,3.007743,112.0239,672005.0,878.0,592.0,0.0013048330839090898,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.72,0.36,230400.0,230099.0,229874.0,0.9986935763888889,0.9990221600267711,0.359178125,2.003476,9.685963,11.689439,2.998308,114.965,688749.0,939.0,631.0,0.0013614851933047988,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.74,0.37,236800.0,236467.0,236227.0,0.99859375,0.9989850592260231,0.3691046875,2.003789,9.716709,11.720498,3.000796,118.2032,708286.0,1058.0,720.0,0.0014915189245274507,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.76,0.38,243200.0,242793.0,242540.0,0.9983264802631578,0.998957960072984,0.37896875,2.004292,9.739466,11.743758,3.000495,121.3562,726943.0,1287.0,863.0,0.0017672987929637615,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.78,0.39,249600.0,249368.0,249108.0,0.9990705128205128,0.99895736421674,0.38923125,2.005576,9.772978,11.778554,3.003087,124.7084,747179.0,1442.0,990.0,0.001926208321700834,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.8,0.4,256000.0,255570.0,255313.0,0.9983203125,0.9989944046640842,0.3989265625,2.006639,9.797652,11.804291,3.002334,127.7905,765414.0,1620.0,1081.0,0.0021120315396709922,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.82,0.41,262400.0,261936.0,261653.0,0.9982317073170732,0.9989195834096879,0.4088328125,2.007292,9.825104,11.832396,3.002083,130.9661,784310.0,1774.0,1212.0,0.0022567562754107705,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.84,0.42,268800.0,268418.0,268128.0,0.998578869047619,0.9989195955561847,0.41895,2.008481,9.84642,11.854901,2.999828,134.1465,803125.0,1813.0,1274.0,0.0022523473857613877,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.86,0.43,275200.0,274829.0,274527.0,0.9986518895348837,0.9989011348875119,0.4289484375,2.010629,9.895846,11.906476,3.00715,137.5478,823935.0,2216.0,1499.0,0.00268231836552882,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.88,0.44,281600.0,281202.0,280901.0,0.9985866477272727,0.9989295950953407,0.4389078125,2.01246,9.91025,11.922709,3.000128,140.5419,840803.0,2529.0,1741.0,0.0029988189704647753,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.9,0.45,288000.0,287617.0,287315.0,0.9986701388888889,0.9989499925247812,0.4489296875,2.013939,9.946738,11.960677,3.000428,143.7572,859722.0,2933.0,1990.0,0.003399968701276872,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.92,0.46,294400.0,294133.0,293816.0,0.9990930706521739,0.9989222562582233,0.4590875,2.017099,9.984089,12.001188,3.001215,147.0379,879117.0,3336.0,2227.0,0.0037803713058939116,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.94,0.47,300800.0,300557.0,300241.0,0.9991921542553192,0.9989486187312223,0.4691265625,2.021113,10.021729,12.042842,3.004523,150.3491,899061.0,3655.0,2454.0,0.004048892453440507,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.96,0.48,307200.0,306759.0,306445.0,0.998564453125,0.9989763951505906,0.4788203125,2.024399,10.045548,12.069947,3.002066,153.3763,916516.0,4076.0,2782.0,0.004427585727444948,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,0.98,0.49,313600.0,313150.0,312828.0,0.9985650510204082,0.9989717387833307,0.48879375,2.026986,10.08917,12.116156,3.002027,156.5688,935178.0,4565.0,3063.0,0.0048577110976086016,10000.0,2000000000.0
torus3d_adaptive_escape,uniform_random,1.0,0.5,320000.0,319599.0,319254.0,0.998746875,0.9989205222794815,0.498834375,2.03256,10.128747,12.161307,3.003868,159.8508,954741.0,4954.0,3347.0,0.005162056695095838,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.02,0.01,6400.0,6392.0,6389.0,0.99875,0.9995306633291614,0.0099828125,2.0,6.041791,8.041791,1.520895,2.2502,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.04,0.02,12800.0,12607.0,12598.0,0.984921875,0.999286110890775,0.019684375,2.0,6.014129,8.014129,1.507065,4.42,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.06,0.03,19200.0,19104.0,19085.0,0.995,0.9990054438860971,0.0298203125,2.0,6.000367,8.000367,1.500183,6.6847,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.08,0.04,25600.0,25466.0,25440.0,0.994765625,0.9989790308646823,0.03975,2.0,5.993396,7.993396,1.496698,8.9018,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.1,0.05,32000.0,31948.0,31917.0,0.998375,0.9990296732189808,0.0498703125,2.0,5.994705,7.994705,1.497353,11.1703,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.12,0.06,38400.0,38292.0,38257.0,0.9971875,0.9990859709599916,0.0597765625,2.0,5.997569,7.997569,1.498785,13.394,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.14,0.07,44800.00000000001,44569.0,44531.0,0.9948437499999998,0.9991473894410914,0.0695796875,2.0,5.998945,7.998945,1.499472,15.5926,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.16,0.08,51200.0,50975.0,50934.0,0.99560546875,0.9991956841589015,0.079584375,2.0,5.995798,7.995798,1.497899,17.826,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.18,0.09,57600.0,57392.0,57347.0,0.9963888888888889,0.9992159185949261,0.0896046875,2.0,5.998762,7.998762,1.499381,20.0787,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.2,0.1,64000.0,63806.0,63754.0,0.99696875,0.9991850296210387,0.099615625,2.0,5.998965,7.998965,1.499482,22.3229,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.22,0.11,70400.0,70137.0,70081.0,0.9962642045454545,0.9992015626559448,0.1095015625,2.0,6.000043,8.000043,1.500021,24.5423,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.24,0.12,76800.0,76496.0,76435.0,0.9960416666666667,0.999202572683539,0.1194296875,2.0,5.998338,7.998338,1.499169,26.7609,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.26,0.13,83200.0,82939.0,82875.0,0.9968629807692307,0.9992283485453164,0.1294921875,2.0,5.998226,7.998226,1.499113,29.0144,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.28,0.14,89600.00000000001,89320.0,89251.0,0.9968749999999998,0.9992274966412897,0.1394546875,2.0,5.999608,7.999608,1.499804,31.2524,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.3,0.15,96000.0,95810.0,95739.0,0.9980208333333334,0.9992589500052187,0.1495921875,2.0,6.003896,8.003896,1.501948,33.5438,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.32,0.16,102400.0,102153.0,102076.0,0.997587890625,0.9992462286961714,0.15949375,2.0,6.002469,8.002469,1.501234,35.7572,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.34,0.17,108800.00000000001,108533.0,108453.0,0.9975459558823528,0.9992628969990694,0.1694578125,2.0,6.002683,8.002683,1.501342,37.9919,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.36,0.18,115200.0,114873.0,114789.0,0.9971614583333334,0.9992687576715155,0.1793578125,2.0,6.001768,8.001768,1.500884,40.2066,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.38,0.19,121600.0,121234.0,121145.0,0.9969901315789473,0.9992658825082072,0.1892890625,2.0,6.001114,8.001114,1.500557,42.4291,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.4,0.2,128000.0,127637.0,127545.0,0.9971640625,0.9992792058729052,0.1992890625,2.0,6.000713,8.000713,1.500357,44.6675,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.42,0.21,134400.0,133970.0,133877.0,0.9968005952380953,0.9993058147346421,0.2091828125,2.0,6.0005,8.0005,1.50025,46.8826,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.44,0.22,140800.0,140415.0,140315.0,0.997265625,0.9992878253747819,0.2192421875,2.0,6.001233,8.001233,1.500616,49.1425,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.46,0.23,147200.0,146736.0,146633.0,0.9968478260869565,0.9992980590993349,0.2291140625,2.0,6.001248,8.001248,1.500624,51.3549,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.48,0.24,153600.0,153087.0,152981.0,0.99666015625,0.9993075832696441,0.2390328125,2.0,6.000621,8.000621,1.50031,53.573,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.5,0.25,160000.0,159452.0,159342.0,0.996575,0.9993101372199784,0.248971875,2.0,6.00059,8.00059,1.500295,55.8001,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.52,0.26,166400.0,166081.0,165966.0,0.9980829326923077,0.999307566789699,0.259321875,2.0,6.002012,8.002012,1.501006,58.1321,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.54,0.27,172800.0,172452.0,172330.0,0.9979861111111111,0.9992925567694199,0.269265625,2.0,6.003563,8.003563,1.501781,60.3748,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.56,0.28,179200.00000000003,178841.0,178715.0,0.9979966517857142,0.9992954635681974,0.2792421875,2.0,6.003922,8.003922,1.501961,62.6151,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.58,0.29,185600.0,185159.0,185030.0,0.997623922413793,0.9993033014868302,0.289109375,2.0,6.003275,8.003275,1.501638,64.8213,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.6,0.3,192000.0,191507.0,191374.0,0.9974322916666667,0.999305508414836,0.299021875,2.0,6.00208,8.00208,1.50104,67.0322,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.62,0.31,198400.0,197905.0,197768.0,0.9975050403225807,0.9993077486672899,0.3090125,2.0,6.002225,8.002225,1.501112,69.2733,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.64,0.32,204800.0,204392.0,204252.0,0.9980078125,0.999315041684606,0.31914375,2.0,6.002252,8.002252,1.501126,71.5444,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.66,0.33,211200.0,210823.0,210681.0,0.9982149621212121,0.9993264492014629,0.3291890625,2.0,6.002293,8.002293,1.501146,73.796,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.68,0.34,217600.00000000003,217326.0,217174.0,0.9987408088235292,0.9993005898972052,0.339334375,2.0,6.002643,8.002643,1.501322,76.0762,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.7,0.35,224000.0,223725.0,223570.0,0.9987723214285714,0.9993071851603531,0.349328125,2.0,6.002066,8.002066,1.501033,78.3099,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.72,0.36,230400.0,230024.0,229866.0,0.9983680555555555,0.9993131151532014,0.359165625,2.0,6.002306,8.002306,1.501153,80.5178,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.74,0.37,236800.0,236386.0,236219.0,0.9982516891891892,0.9992935283815454,0.3690921875,2.0,6.00185,8.00185,1.500925,82.7387,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.76,0.38,243200.0,242927.0,242758.0,0.9988774671052632,0.9993043177580097,0.379309375,2.0,6.001953,8.001953,1.500976,85.0294,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.78,0.39,249600.0,249467.0,249293.0,0.9994671474358975,0.9993025129576256,0.3895203125,2.0,6.00128,8.00128,1.50064,87.3097,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.8,0.4,256000.0,255852.0,255673.0,0.999421875,0.9993003767803261,0.3994890625,2.0,6.001467,8.001467,1.500733,89.5467,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.82,0.41,262400.0,262163.0,261980.0,0.9990967987804878,0.9993019609937329,0.40934375,2.0,6.001832,8.001832,1.500916,91.7602,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.84,0.42,268800.0,268553.0,268365.0,0.9990811011904762,0.999299951964789,0.4193203125,2.0,6.001636,8.001636,1.500818,93.994,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.86,0.43,275200.0,274926.0,274735.0,0.9990043604651163,0.9993052675992813,0.4292734375,2.0,6.001416,8.001416,1.500708,96.2218,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.88,0.44,281600.0,281283.0,281085.0,0.9988742897727273,0.9992960825929758,0.4391953125,2.0,6.001348,8.001348,1.500674,98.4455,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.9,0.45,288000.0,287669.0,287468.0,0.9988506944444444,0.9993012802908898,0.44916875,2.0,6.000696,8.000696,1.500348,100.6711,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.92,0.46,294400.0,294137.0,293932.0,0.9991066576086957,0.9993030458595824,0.45926875,2.0,6.000558,8.000558,1.500279,102.9325,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.94,0.47,300800.0,300672.0,300461.0,0.9995744680851064,0.9992982386121754,0.4694703125,2.0,5.99973,7.99973,1.499865,105.2069,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.96,0.48,307200.0,306998.0,306783.0,0.9993424479166667,0.9992996697046886,0.4793484375,2.0,5.999221,7.999221,1.49961,107.4125,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,0.98,0.49,313600.0,313232.0,313014.0,0.9988265306122449,0.9993040302395668,0.489084375,2.0,5.999482,7.999482,1.499741,109.5979,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_neighbor,1.0,0.5,320000.0,319602.0,319379.0,0.99875625,0.9993022571823705,0.4990296875,2.0,5.99974,7.99974,1.49987,111.8312,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.02,0.01,6400.0,6392.0,6390.0,0.99875,0.9996871088861077,0.009984375,2.0,5.0,7.0,1.0,1.9172,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.04,0.02,12800.0,12607.0,12599.0,0.984921875,0.999365431902911,0.0196859375,2.0,5.0,7.0,1.0,3.781,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.06,0.03,19200.0,19104.0,19090.0,0.995,0.9992671691792295,0.029828125,2.0,5.0,7.0,1.0,5.7294,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.08,0.04,25600.0,25466.0,25446.0,0.994765625,0.9992146391266787,0.039759375,2.0,5.0,7.0,1.0,7.6373,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.1,0.05,32000.0,31948.0,31924.0,0.998375,0.9992487792663077,0.04988125,2.0,5.0,7.0,1.0,9.5818,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.12,0.06,38400.0,38292.0,38264.0,0.9971875,0.9992687767679933,0.0597875,2.0,5.0,7.0,1.0,11.4847,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.14,0.07,44800.00000000001,44569.0,44538.0,0.9948437499999998,0.9993044492808904,0.069590625,2.0,5.0,7.0,1.0,13.3673,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.16,0.08,51200.0,50975.0,50942.0,0.99560546875,0.9993526238352134,0.079596875,2.0,5.0,7.0,1.0,15.2888,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.18,0.09,57600.0,57392.0,57356.0,0.9963888888888889,0.9993727348759409,0.08961875,2.0,5.0,7.0,1.0,17.2135,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.2,0.1,64000.0,63806.0,63763.0,0.99696875,0.9993260821866282,0.0996296875,2.0,5.0,7.0,1.0,19.1371,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.22,0.11,70400.0,70137.0,70092.0,0.9962642045454545,0.9993583985628128,0.10951875,2.0,5.0,7.0,1.0,21.0364,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.24,0.12,76800.0,76496.0,76447.0,0.9960416666666667,0.9993594436310396,0.1194484375,2.0,5.0,7.0,1.0,22.9437,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.26,0.13,83200.0,82939.0,82887.0,0.9968629807692307,0.9993730331930696,0.1295109375,2.0,5.0,7.0,1.0,24.8762,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.28,0.14,89600.00000000001,89320.0,89263.0,0.9968749999999998,0.9993618450515003,0.1394734375,2.0,5.0,7.0,1.0,26.7898,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.3,0.15,96000.0,95810.0,95751.0,0.9980208333333334,0.9993841978916606,0.1496109375,2.0,5.0,7.0,1.0,28.7364,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.32,0.16,102400.0,102153.0,102089.0,0.997587890625,0.9993734887864282,0.1595140625,2.0,5.0,7.0,1.0,30.6388,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.34,0.17,108800.00000000001,108533.0,108467.0,0.9975459558823528,0.9993918900242322,0.1694796875,2.0,5.0,7.0,1.0,32.5525,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.36,0.18,115200.0,114873.0,114805.0,0.9971614583333334,0.9994080419245601,0.1793828125,2.0,5.0,7.0,1.0,34.4545,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.38,0.19,121600.0,121234.0,121162.0,0.9969901315789473,0.9994061071976508,0.189315625,2.0,5.0,7.0,1.0,36.3625,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.4,0.2,128000.0,127637.0,127562.0,0.9971640625,0.9994123960920422,0.199315625,2.0,5.0,7.0,1.0,38.2831,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.42,0.21,134400.0,133970.0,133894.0,0.9968005952380953,0.9994327088154065,0.209209375,2.0,5.0,7.0,1.0,40.1828,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.44,0.22,140800.0,140415.0,140332.0,0.997265625,0.999408895061069,0.21926875,2.0,5.0,7.0,1.0,42.1155,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.46,0.23,147200.0,146736.0,146650.0,0.9968478260869565,0.9994139134227457,0.229140625,2.0,5.0,7.0,1.0,44.0115,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.48,0.24,153600.0,153087.0,152998.0,0.99666015625,0.9994186312358332,0.239059375,2.0,5.0,7.0,1.0,45.9166,0.0,0.0,0.0,0.0,10000.0,2000000000.0
