pattern,injection_rate,offered_load,packets_injected,packets_received,throughput,delivery_ratio,queueing_latency,network_latency,packet_latency,average_hops,sim_ticks,sim_freq
tornado,0.45,0.225,143553.0,143370.0,0.224015625,0.9987252095045036,2.026993,11.989998,14.016991,3.747227,10000.0,2000000000.0
tornado,0.46,0.23,146736.0,146546.0,0.228978125,0.9987051575618798,2.070633,12.233715,14.304348,3.747315,10000.0,2000000000.0
tornado,0.47,0.235,149890.0,149692.0,0.23389375,0.9986790312896123,2.148331,12.521898,14.67023,3.747174,10000.0,2000000000.0
tornado,0.48,0.24,153083.0,152872.0,0.2388625,0.9986216627581116,2.318731,12.912162,15.230893,3.747253,10000.0,2000000000.0
tornado,0.49,0.245,156219.0,156000.0,0.24375,0.9985981218673785,2.759962,13.561795,16.321756,3.747538,10000.0,2000000000.0
tornado,0.5,0.25,159439.0,159213.0,0.2487703125,0.9985825299957978,4.929466,14.495393,19.424859,3.746861,10000.0,2000000000.0
neighbor,0.01,0.005,3151.0,3150.0,0.004921875,0.999682640431609,2.0,6.531429,8.531429,1.765714,10000.0,2000000000.0
neighbor,0.02,0.01,6392.0,6389.0,0.0099828125,0.9995306633291614,2.0,6.530756,8.530756,1.765378,10000.0,2000000000.0
neighbor,0.03,0.015,9506.0,9498.0,0.014840625,0.9991584262571008,2.0,6.493367,8.493367,1.746684,10000.0,2000000000.0
neighbor,0.04,0.02,12607.0,12598.0,0.019684375,0.999286110890775,2.0,6.473567,8.473567,1.736784,10000.0,2000000000.0
neighbor,0.05,0.025,15968.0,15955.0,0.0249296875,0.9991858717434869,2.0,6.474146,8.474146,1.737073,10000.0,2000000000.0
neighbor,0.06,0.03,19104.0,19087.0,0.0298234375,0.9991101340033501,2.0,6.478074,8.478074,1.739037,10000.0,2000000000.0
neighbor,0.07,0.035,22259.0,22239.0,0.0347484375,0.9991014870389505,2.0,6.477405,8.477405,1.738702,10000.0,2000000000.0
neighbor,0.08,0.04,25466.0,25443.0,0.0397546875,0.9990968349956805,2.0,6.485674,8.485674,1.742837,10000.0,2000000000.0
neighbor,0.09,0.045,28697.0,28671.0,0.0447984375,0.9990939819493326,2.0,6.490844,8.490844,1.745422,10000.0,2000000000.0
neighbor,0.1,0.05,31948.0,31920.0,0.049875,0.9991235758106923,2.0,6.486466,8.486466,1.743233,10000.0,2000000000.0
neighbor,0.11,0.055,35122.0,35092.0,0.05483125,0.9991458345196743,2.0,6.489228,8.489228,1.744614,10000.0,2000000000.0
neighbor,0.12,0.06,38292.0,38260.0,0.05978125,0.9991643163062781,2.0,6.485416,8.485416,1.742708,10000.0,2000000000.0
neighbor,0.13,0.065,41433.0,41400.0,0.0646875,0.9992035334153935,2.0,6.486957,8.486957,1.743478,10000.0,2000000000.0
neighbor,0.14,0.07,44569.0,44534.0,0.069584375,0.9992147008010052,2.0,6.485786,8.485786,1.742893,10000.0,2000000000.0
neighbor,0.15,0.075,47760.0,47725.0,0.0745703125,0.9992671691792295,2.0,6.48023,8.48023,1.740115,10000.0,2000000000.0
neighbor,0.16,0.08,50975.0,50938.0,0.079590625,0.9992741539970574,2.0,6.48345,8.48345,1.741725,10000.0,2000000000.0
neighbor,0.17,0.085,54179.0,54140.0,0.08459375,0.9992801639011425,2.0,6.486812,8.486812,1.743406,10000.0,2000000000.0
neighbor,0.18,0.09,57392.0,57351.0,0.0896109375,0.9992856147198216,2.0,6.484333,8.484333,1.742167,10000.0,2000000000.0
neighbor,0.19,0.095,60619.0,60574.0,0.094646875,0.9992576584899124,2.0,6.489154,8.489154,1.744577,10000.0,2000000000.0
neighbor,0.2,0.1,63806.0,63757.0,0.0996203125,0.9992320471429019,2.0,6.487837,8.487837,1.743918,10000.0,2000000000.0
neighbor,0.21,0.105,66989.0,66938.0,0.104590625,0.9992386809774739,2.0,6.487406,8.487406,1.743703,10000.0,2000000000.0
neighbor,0.22,0.11,70137.0,70085.0,0.1095078125,0.9992585938948059,2.0,6.490133,8.490133,1.745067,10000.0,2000000000.0
neighbor,0.23,0.115,73254.0,73198.0,0.114371875,0.9992355366259863,2.0,6.489385,8.489385,1.744692,10000.0,2000000000.0
neighbor,0.24,0.12,76496.0,76439.0,0.1194359375,0.9992548629993725,2.0,6.490286,8.490286,1.745143,10000.0,2000000000.0
neighbor,0.25,0.125,79713.0,79654.0,0.124459375,0.9992598446928356,2.0,6.493108,8.493108,1.746554,10000.0,2000000000.0
neighbor,0.26,0.13,82939.0,82879.0,0.1294984375,0.9992765767612342,2.0,6.494227,8.494227,1.747113,10000.0,2000000000.0
neighbor,0.27,0.135,86166.0,86102.0,0.134534375,0.9992572476382796,2.0,6.491812,8.491812,1.745906,10000.0,2000000000.0
neighbor,0.28,0.14,89320.0,89255.0,0.1394609375,0.9992722794446932,2.0,6.494773,8.494773,1.747387,10000.0,2000000000.0
neighbor,0.29,0.145,92559.0,92493.0,0.1445203125,0.9992869413023044,2.0,6.497065,8.497065,1.748532,10000.0,2000000000.0
neighbor,0.3,0.15,95810.0,95742.0,0.149596875,0.9992902619768291,2.0,6.501786,8.501786,1.750893,10000.0,2000000000.0
neighbor,0.31,0.155,98949.0,98878.0,0.154496875,0.9992824586403096,2.0,6.499424,8.499424,1.749712,10000.0,2000000000.0
neighbor,0.32,0.16,102153.0,102076.0,0.15949375,0.9992462286961714,2.0,6.499118,8.499118,1.749559,10000.0,2000000000.0
neighbor,0.33,0.165,105338.0,105259.0,0.1644671875,0.9992500332263761,2.0,6.496879,8.496879,1.74844,10000.0,2000000000.0
neighbor,0.34,0.17,108533.0,108453.0,0.1694578125,0.9992628969990694,2.0,6.499156,8.499156,1.749578,10000.0,2000000000.0
neighbor,0.35,0.175,111703.0,111620.0,0.17440625,0.9992569581837552,2.0,6.499839,8.499839,1.749919,10000.0,2000000000.0
neighbor,0.36,0.18,114873.0,114787.0,0.1793546875,0.999251347139885,2.0,6.500484,8.500484,1.750242,10000.0,2000000000.0
neighbor,0.37,0.185,118054.0,117967.0,0.1843234375,0.9992630491131177,2.0,6.500318,8.500318,1.750159,10000.0,2000000000.0
neighbor,0.38,0.19,121234.0,121144.0,0.1892875,0.9992576339970636,2.0,6.498712,8.498712,1.749356,10000.0,2000000000.0
neighbor,0.39,0.195,124354.0,124261.0,0.1941578125,0.999252135033855,2.0,6.499843,8.499843,1.749922,10000.0,2000000000.0
neighbor,0.4,0.2,127637.0,127541.0,0.1992828125,0.9992478669978141,2.0,6.497307,8.497307,1.748653,10000.0,2000000000.0
neighbor,0.41,0.205,130827.0,130731.0,0.2042671875,0.9992662065170034,2.0,6.495743,8.495743,1.747872,10000.0,2000000000.0
neighbor,0.42,0.21,133970.0,133872.0,0.209175,0.999268492946182,2.0,6.494801,8.494801,1.747401,10000.0,2000000000.0
neighbor,0.43,0.215,137149.0,137048.0,0.2141375,0.9992635746523854,2.0,6.496235,8.496235,1.748117,10000.0,2000000000.0
neighbor,0.44,0.22,140415.0,140309.0,0.2192328125,0.9992450948972688,2.0,6.497979,8.497979,1.74899,10000.0,2000000000.0
neighbor,0.45,0.225,143553.0,143447.0,0.2241359375,0.9992615967621714,2.0,6.498588,8.498588,1.749294,10000.0,2000000000.0
neighbor,0.46,0.23,146736.0,146627.0,0.2291046875,0.999257169338131,2.0,6.498578,8.498578,1.749289,10000.0,2000000000.0
neighbor,0.47,0.235,149890.0,149777.0,0.2340265625,0.999246113816799,2.0,6.496945,8.496945,1.748473,10000.0,2000000000.0
neighbor,0.48,0.24,153087.0,152971.0,0.2390171875,0.9992422609365916,2.0,6.497068,8.497068,1.748534,10000.0,2000000000.0
neighbor,0.49,0.245,156229.0,156112.0,0.243925,0.9992510993477524,2.0,6.496848,8.496848,1.748424,10000.0,2000000000.0
neighbor,0.5,0.25,159452.0,159332.0,0.24895625,0.9992474224217947,2.0,6.495368,8.495368,1.747684,10000.0,2000000000.0
