mode,pattern,injection_rate,link_latency,sim_cycles,torus_x,torus_y,torus_z,traffic_epoch_cycles,traffic_x_bias,traffic_x_hops,seed,deadlock,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,pool_allocations,owned_pool_allocations,demand_reclaims,owner_migrations,release_handoffs,release_keeps,ownership_wait_starts,ownership_wait_completions,ownership_wait_cycles,ownership_wait_max,pool_write_blocks,pool_read_conflicts,pool_reads,reserved_reads,borrowed_peak,sim_ticks,pool_allocations_east,pool_allocations_west,pool_allocations_north,pool_allocations_south,pool_allocations_up,pool_allocations_down,pool_reads_east,pool_reads_west,pool_reads_north,pool_reads_south,pool_reads_up,pool_reads_down,reserved_reads_east,reserved_reads_west,reserved_reads_north,reserved_reads_south,reserved_reads_up,reserved_reads_down,migrations_to_east,migrations_to_west,migrations_to_north,migrations_to_south,migrations_to_up,migrations_to_down
private_v4,torus3d_xbiased,0.2,8,1000,8,4,4,0,1.0,3,1,0,12800.0,3404.0,2517.0,0.2659375,0.7394242068155111,0.0196640625,119.9853,205.021454,325.006754,3.856575,6363.0,1918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_xbiased,0.2,8,1000,8,4,4,0,1.0,3,1,0,12800.0,3605.0,2566.0,0.281640625,0.7117891816920943,0.020046875,102.99961,153.83749,256.837101,3.584567,5341.0,1781.0,3218.0,3017.0,201.0,274.0,73.0,2772.0,201.0,201.0,0.0,0.0,0.0,0.0,2845.0,6743.0,1.0,1000.0,0.0,3218.0,0.0,0.0,0.0,0.0,0.0,2845.0,0.0,0.0,0.0,0.0,3720.0,3023.0,0.0,0.0,0.0,0.0,73.0,201.0,0.0,0.0,0.0,0.0
dpphys_pressure_cap4,torus3d_xbiased,0.2,8,1000,8,4,4,0,1.0,3,1,0,12800.0,4364.0,3205.0,0.3409375,0.7344179651695693,0.0250390625,67.844618,132.731669,200.576287,3.472387,5378.0,1822.0,4884.0,4494.0,390.0,524.0,134.0,4258.0,390.0,390.0,0.0,0.0,0.0,0.0,4392.0,7177.0,2.0,1000.0,0.0,4884.0,0.0,0.0,0.0,0.0,0.0,4392.0,0.0,0.0,0.0,0.0,3693.0,3484.0,0.0,0.0,0.0,0.0,134.0,390.0,0.0,0.0,0.0,0.0
