mode,pattern,injection_rate,link_latency,sim_cycles,deadlock,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,pool_allocations,owned_pool_allocations,demand_reclaims,owner_migrations,release_handoffs,release_keeps,pool_write_blocks,pool_read_conflicts,pool_reads,reserved_reads,borrowed_peak,sim_ticks,pool_allocations_east,pool_allocations_west,pool_allocations_north,pool_allocations_south,pool_allocations_up,pool_allocations_down,pool_reads_east,pool_reads_west,pool_reads_north,pool_reads_south,pool_reads_up,pool_reads_down,reserved_reads_east,reserved_reads_west,reserved_reads_north,reserved_reads_south,reserved_reads_up,reserved_reads_down,migrations_to_east,migrations_to_west,migrations_to_north,migrations_to_south,migrations_to_up,migrations_to_down
dpphys_pressure,torus3d_tornado,0.8,8,1000,0,25600.0,10114.0,9597.0,0.395078125,0.9488827368004746,0.149953125,284.805356,46.781286,331.586642,3.035011,998.0,615.0,19998.0,19743.0,255.0,322.0,67.0,19762.0,0.0,0.0,19829.0,9972.0,1.0,1000.0,nan,6683.0,nan,6661.0,nan,6654.0,nan,6627.0,nan,6604.0,nan,6598.0,168.0,3137.0,186.0,3154.0,162.0,3165.0,28.0,92.0,26.0,88.0,13.0,75.0
