mode,policy,reserve,pool_slots,pair_slots,pattern,link_latency,injection_rate,vcs_per_vnet,sim_cycles,random_seed,deadlock,exit_code,wall_seconds,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,grants_migrated,credits_returned,pool_full_blocks,borrowed_peak,grant_queue_mean,grant_queue_max,return_credit_conflicts,received_east,received_west,received_north,received_south,received_up,received_down,received_dir_total,sim_ticks
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.05,2,10000,1,0,0,10.143,16000.0,15921.0,15858.0,0.9950625,0.9960429621254946,0.024778125,9.455732,35.978497,45.434229,2.097364,5080.0,3223.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.1,2,10000,1,0,0,10.395,32000.0,31351.0,31226.0,0.97971875,0.9960128863513126,0.048790625,116.119164,36.399763,152.518927,2.11452,10375.0,6292.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.15,2,10000,1,0,0,10.853,48000.0,33621.0,33498.0,0.7004375,0.996341572231641,0.052340625,1466.637829,35.706042,1502.343871,2.053436,4584.0,2676.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.2,2,10000,1,0,0,10.766,64000.0,33669.0,33546.0,0.526078125,0.9963467878463869,0.052415625,2343.072497,35.502027,2378.574525,2.036129,3468.0,2226.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.25,2,10000,1,0,0,10.992,80000.0,33685.0,33559.0,0.4210625,0.9962594626688437,0.0524359375,2870.560446,35.757025,2906.317471,2.066629,6535.0,4226.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.3,2,10000,1,0,0,11.090,96000.0,33694.0,33575.0,0.3509791666666667,0.9964682139253279,0.0524609375,3221.215934,35.297305,3256.513239,2.026567,2185.0,1263.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.35,2,10000,1,0,0,11.060,112000.0,33699.0,33578.0,0.3008839285714286,0.996409389002641,0.052465625,3465.538329,35.300107,3500.838436,2.026386,2166.0,1253.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.4,2,10000,1,0,0,10.798,128000.0,33706.0,33584.0,0.263328125,0.9963804663858067,0.052475,3656.009528,35.016198,3691.025727,2.001191,146.0,98.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.45,2,10000,1,0,0,11.207,144000.0,33707.0,33585.0,0.23407638888888888,0.99638057376806,0.0524765625,3803.951943,35.273336,3839.225279,2.026202,1609.0,718.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v2,private,,0,4,torus3d_xopposite,8,0.5,2,10000,1,0,0,11.216,160000.0,33707.0,33589.0,0.21066875,0.9964992434805827,0.0524828125,3930.096014,35.059275,3965.155289,2.004406,847.0,641.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
