mode,policy,reserve,pool_slots,pair_slots,pattern,link_latency,injection_rate,vcs_per_vnet,sim_cycles,random_seed,deadlock,exit_code,wall_seconds,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,grants_migrated,credits_returned,pool_full_blocks,borrowed_peak,grant_queue_mean,grant_queue_max,return_credit_conflicts,received_east,received_west,received_north,received_south,received_up,received_down,received_dir_total,sim_ticks
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.05,6,10000,1,0,0,13.369,16000.0,15937.0,15921.0,0.9960625,0.9989960469348058,0.0248765625,2.002638,7.070599,9.073237,2.01118,614.0,427.0,213480.0,1879360.0,0.0,1.0,0.521675,4.0,964327.0,7969.0,7956.0,0.0,0.0,0.0,0.0,15925.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.1,6,10000,1,0,0,13.311,32000.0,31899.0,31866.0,0.99684375,0.9989654848114361,0.049790625,2.009948,7.141467,9.151415,2.024917,2773.0,1866.0,202872.0,1846742.0,0.0,1.0,0.544249,4.0,960663.0,15945.0,15932.0,0.0,0.0,0.0,0.0,31877.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.15,6,10000,1,0,0,13.801,48000.0,47896.0,47849.0,0.9978333333333333,0.999018707198931,0.0747640625,2.023532,7.213338,9.23687,2.038705,6585.0,4350.0,301495.0,1817786.0,0.0,1.0,0.565825,4.0,954333.0,23881.0,23983.0,0.0,0.0,0.0,0.0,47864.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.2,6,10000,1,0,0,13.743,64000.0,64041.0,63978.0,1.000640625,0.9990162552115052,0.099965625,2.044312,7.279284,9.323596,2.048485,11611.0,7625.0,290866.0,1791802.0,0.0,1.0,0.586654,5.0,945829.0,31986.0,32014.0,0.0,0.0,0.0,0.0,64000.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.25,6,10000,1,0,0,13.803,80000.0,79913.0,79826.0,0.9989125,0.9989113160562111,0.124728125,2.072445,7.354596,9.427041,2.059329,18122.0,11847.0,285613.0,1768477.0,0.0,1.0,0.605212,4.0,937461.0,39938.0,39917.0,0.0,0.0,0.0,0.0,79855.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.3,6,10000,1,0,0,14.067,96000.0,95858.0,95760.0,0.9985208333333333,0.9989776544472031,0.149625,2.113461,7.423883,9.537343,2.064348,25491.0,16790.0,320498.0,1747347.0,0.0,1.0,0.621474,5.0,928875.0,47775.0,48016.0,0.0,0.0,0.0,0.0,95791.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.35,6,10000,1,0,0,13.863,112000.0,111637.0,111524.0,0.9967589285714286,0.9989877907862089,0.17425625,2.166251,7.509523,9.675774,2.073742,34530.0,22543.0,326707.0,1728138.0,0.0,1.0,0.63884,5.0,918641.0,55989.0,55567.0,0.0,0.0,0.0,0.0,111556.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.4,6,10000,1,0,0,14.274,128000.0,127610.0,127491.0,0.996953125,0.9990674712013166,0.1992046875,2.239264,7.613008,9.852272,2.081763,44188.0,28669.0,335271.0,1709951.0,0.0,1.0,0.652931,5.0,907690.0,64036.0,63486.0,0.0,0.0,0.0,0.0,127522.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.45,6,10000,1,0,0,14.420,144000.0,143676.0,143550.0,0.99775,0.9991230268103233,0.224296875,2.341275,7.716294,10.057569,2.086047,54331.0,35097.0,342854.0,1692788.0,0.0,1.0,0.66592,5.0,896361.0,72079.0,71505.0,0.0,0.0,0.0,0.0,143584.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.5,6,10000,1,0,0,14.596,160000.0,159650.0,159509.0,0.9978125,0.9991168180394613,0.2492328125,2.495094,7.820205,10.315299,2.088522,63950.0,41387.0,433996.0,1676787.0,0.0,2.0,0.675526,5.0,884198.0,80068.0,79479.0,0.0,0.0,0.0,0.0,159547.0,10000.0
