mode,pattern,injection_rate,link_latency,sim_cycles,seed,deadlock,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,pool_allocations,owned_pool_allocations,demand_reclaims,owner_migrations,release_handoffs,release_keeps,pool_write_blocks,pool_read_conflicts,pool_reads,reserved_reads,borrowed_peak,sim_ticks,pool_allocations_east,pool_allocations_west,pool_allocations_north,pool_allocations_south,pool_allocations_up,pool_allocations_down,pool_reads_east,pool_reads_west,pool_reads_north,pool_reads_south,pool_reads_up,pool_reads_down,reserved_reads_east,reserved_reads_west,reserved_reads_north,reserved_reads_south,reserved_reads_up,reserved_reads_down,migrations_to_east,migrations_to_west,migrations_to_north,migrations_to_south,migrations_to_up,migrations_to_down
dpphys_pressure,uniform_random,1.0,1,3000,1,0,96000.0,95852.0,95440.0,0.9984583333333333,0.9957017067979802,0.4970833333333333,2.036337,12.266251,14.302588,3.01251,4882.0,3239.0,120190.0,109001.0,11189.0,28326.0,17137.0,102930.0,0.0,0.0,120067.0,168052.0,1.0,3000.0,20925.0,19058.0,20948.0,18991.0,21343.0,18925.0,20901.0,19041.0,20925.0,18972.0,21320.0,18908.0,27665.0,28507.0,27552.0,28352.0,27613.0,28363.0,4737.0,4740.0,4733.0,4733.0,4687.0,4696.0
