mode,pattern,injection_rate,link_latency,sim_cycles,traffic_epoch_cycles,seed,deadlock,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,pool_allocations,owned_pool_allocations,demand_reclaims,owner_migrations,release_handoffs,release_keeps,ownership_wait_starts,ownership_wait_completions,ownership_wait_cycles,ownership_wait_max,pool_write_blocks,pool_read_conflicts,pool_reads,reserved_reads,borrowed_peak,sim_ticks,pool_allocations_east,pool_allocations_west,pool_allocations_north,pool_allocations_south,pool_allocations_up,pool_allocations_down,pool_reads_east,pool_reads_west,pool_reads_north,pool_reads_south,pool_reads_up,pool_reads_down,reserved_reads_east,reserved_reads_west,reserved_reads_north,reserved_reads_south,reserved_reads_up,reserved_reads_down,migrations_to_east,migrations_to_west,migrations_to_north,migrations_to_south,migrations_to_up,migrations_to_down
dpphys_rts,torus3d_x_reversal,0.9,8,10000,256,3,0,288000.0,100078.0,99789.0,0.34749305555555554,0.9971122524430944,0.1559203125,3231.755574,27.489954,3259.245528,1.007977,2960.0,2162.0,64428.0,64428.0,0.0,0.0,0.0,64370.0,0.0,0.0,0.0,0.0,0.0,0.0,64370.0,36320.0,0.0,10000.0,28258.0,36170.0,0.0,0.0,0.0,0.0,28258.0,36112.0,0.0,0.0,0.0,0.0,16109.0,20211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,4,1,0,288000.0,101093.0,100771.0,0.3510173611111111,0.9968148140820828,0.1574546875,3231.426462,28.01166,3259.438122,1.00778,2635.0,1851.0,52339.0,52339.0,0.0,26367.0,26367.0,25925.0,0.0,0.0,0.0,0.0,0.0,0.0,52292.0,49391.0,1.0,10000.0,26181.0,26158.0,0.0,0.0,0.0,0.0,26147.0,26145.0,0.0,0.0,0.0,0.0,24703.0,24688.0,0.0,0.0,0.0,0.0,13183.0,13184.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,4,2,0,288000.0,101079.0,100767.0,0.35096875,0.9969133054343632,0.1574484375,3230.665367,28.019113,3258.68448,1.008773,2832.0,1948.0,52182.0,52182.0,0.0,26156.0,26156.0,25978.0,0.0,0.0,0.0,0.0,0.0,0.0,52134.0,49635.0,1.0,10000.0,26106.0,26076.0,0.0,0.0,0.0,0.0,26075.0,26059.0,0.0,0.0,0.0,0.0,24938.0,24697.0,0.0,0.0,0.0,0.0,13078.0,13078.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,4,3,0,288000.0,101067.0,100771.0,0.35092708333333333,0.9970712497650074,0.1574546875,3231.100862,28.00777,3259.108632,1.010082,2903.0,1885.0,52179.0,52179.0,0.0,26077.0,26077.0,26048.0,0.0,0.0,0.0,0.0,0.0,0.0,52125.0,49768.0,1.0,10000.0,26100.0,26079.0,0.0,0.0,0.0,0.0,26073.0,26052.0,0.0,0.0,0.0,0.0,24853.0,24915.0,0.0,0.0,0.0,0.0,13037.0,13040.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,16,1,0,288000.0,98435.0,98116.0,0.34178819444444447,0.9967592827754356,0.15330625,3267.66668,30.173652,3297.840332,1.085083,24317.0,15937.0,47244.0,47244.0,0.0,16725.0,16725.0,30462.0,0.0,0.0,0.0,0.0,0.0,0.0,47187.0,59406.0,1.0,10000.0,23591.0,23653.0,0.0,0.0,0.0,0.0,23552.0,23635.0,0.0,0.0,0.0,0.0,29580.0,29826.0,0.0,0.0,0.0,0.0,8362.0,8363.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,16,2,0,288000.0,98649.0,98329.0,0.34253125,0.9967561759369076,0.1536390625,3250.547712,29.929675,3280.477387,1.084777,24558.0,16195.0,46951.0,46951.0,0.0,16250.0,16250.0,30656.0,0.0,0.0,0.0,0.0,0.0,0.0,46906.0,59883.0,1.0,10000.0,23399.0,23552.0,0.0,0.0,0.0,0.0,23379.0,23527.0,0.0,0.0,0.0,0.0,29909.0,29974.0,0.0,0.0,0.0,0.0,8110.0,8140.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,16,3,0,288000.0,97836.0,97530.0,0.33970833333333333,0.9968723169385503,0.152390625,3267.268922,30.945401,3298.214324,1.082252,23307.0,15267.0,47568.0,47568.0,0.0,17442.0,17442.0,30071.0,0.0,0.0,0.0,0.0,0.0,0.0,47513.0,58143.0,1.0,10000.0,23729.0,23839.0,0.0,0.0,0.0,0.0,23699.0,23814.0,0.0,0.0,0.0,0.0,28956.0,29187.0,0.0,0.0,0.0,0.0,8718.0,8724.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,64,1,0,288000.0,98746.0,98450.0,0.34286805555555555,0.9970024102242117,0.153828125,3261.130574,29.413255,3290.543829,1.141432,41750.0,27781.0,36970.0,36970.0,0.0,4556.0,4556.0,32381.0,0.0,0.0,0.0,0.0,0.0,0.0,36937.0,75566.0,1.0,10000.0,18009.0,18961.0,0.0,0.0,0.0,0.0,18003.0,18934.0,0.0,0.0,0.0,0.0,37319.0,38247.0,0.0,0.0,0.0,0.0,2309.0,2247.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,64,2,0,288000.0,99246.0,98939.0,0.34460416666666666,0.9969066763396006,0.1545921875,3249.256653,29.146616,3278.403269,1.14229,42457.0,28346.0,36825.0,36825.0,0.0,4262.0,4262.0,32520.0,0.0,0.0,0.0,0.0,0.0,0.0,36782.0,76362.0,1.0,10000.0,17892.0,18933.0,0.0,0.0,0.0,0.0,17866.0,18916.0,0.0,0.0,0.0,0.0,37621.0,38741.0,0.0,0.0,0.0,0.0,2157.0,2105.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,64,3,0,288000.0,98542.0,98236.0,0.34215972222222224,0.996894725091839,0.15349375,3256.652144,29.670732,3286.322876,1.139256,41322.0,27603.0,37098.0,37098.0,0.0,4884.0,4884.0,32181.0,0.0,0.0,0.0,0.0,0.0,0.0,37065.0,74984.0,1.0,10000.0,18050.0,19048.0,0.0,0.0,0.0,0.0,18043.0,19022.0,0.0,0.0,0.0,0.0,37012.0,37972.0,0.0,0.0,0.0,0.0,2472.0,2412.0,0.0,0.0,0.0,0.0
