mode,pattern,injection_rate,link_latency,sim_cycles,seed,deadlock,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,pool_allocations,owned_pool_allocations,demand_reclaims,owner_migrations,release_handoffs,release_keeps,pool_write_blocks,pool_read_conflicts,pool_reads,reserved_reads,borrowed_peak,sim_ticks,pool_allocations_east,pool_allocations_west,pool_allocations_north,pool_allocations_south,pool_allocations_up,pool_allocations_down,pool_reads_east,pool_reads_west,pool_reads_north,pool_reads_south,pool_reads_up,pool_reads_down,reserved_reads_east,reserved_reads_west,reserved_reads_north,reserved_reads_south,reserved_reads_up,reserved_reads_down,migrations_to_east,migrations_to_west,migrations_to_north,migrations_to_south,migrations_to_up,migrations_to_down
dpphys_owner_rr,torus3d_tornado,0.5,1,10000,1,0,160000.0,159657.0,159468.0,0.99785625,0.9988162122550217,0.24916875,2.001605,11.133481,13.135087,3.070045,34227.0,20208.0,146469.0,146469.0,0.0,192.0,192.0,146238.0,0.0,0.0,146430.0,343371.0,1.0,10000.0,0.0,48889.0,0.0,48715.0,0.0,48865.0,0.0,48871.0,0.0,48701.0,0.0,48858.0,5640.0,108798.0,5772.0,108913.0,5358.0,108890.0,64.0,0.0,64.0,0.0,64.0,0.0
dpphys_owner_rr,torus3d_tornado,0.5,1,10000,2,0,160000.0,159867.0,159690.0,0.99916875,0.9988928296646588,0.249515625,2.001384,11.130328,13.131711,3.070236,34362.0,20235.0,146924.0,146924.0,0.0,192.0,192.0,146699.0,0.0,0.0,146891.0,343614.0,1.0,10000.0,0.0,48957.0,0.0,48985.0,0.0,48982.0,0.0,48948.0,0.0,48972.0,0.0,48971.0,5622.0,108944.0,5689.0,108891.0,5514.0,108954.0,64.0,0.0,64.0,0.0,64.0,0.0
dpphys_owner_rr,torus3d_tornado,0.5,1,10000,3,0,160000.0,159532.0,159336.0,0.997075,0.9987714063636136,0.2489625,2.001513,11.131791,13.133303,3.06979,34228.0,20168.0,146250.0,146250.0,0.0,192.0,192.0,146028.0,0.0,0.0,146220.0,343155.0,1.0,10000.0,0.0,48720.0,0.0,48566.0,0.0,48964.0,0.0,48707.0,0.0,48557.0,0.0,48956.0,5681.0,108818.0,5678.0,108967.0,5331.0,108680.0,64.0,0.0,64.0,0.0,64.0,0.0
dpphys_owner_rr,torus3d_tornado,0.9,1,10000,1,0,288000.0,202058.0,201387.0,0.7015902777777778,0.9966791713270448,0.3146671875,1458.036214,31.973747,1490.009961,3.500201,302148.0,126514.0,180488.0,180488.0,0.0,192.0,192.0,180148.0,0.0,0.0,180340.0,525267.0,1.0,10000.0,0.0,67969.0,0.0,58118.0,0.0,54401.0,0.0,67927.0,0.0,58064.0,0.0,54349.0,33677.0,122451.0,53145.0,125782.0,64471.0,125741.0,64.0,0.0,64.0,0.0,64.0,0.0
dpphys_owner_rr,torus3d_tornado,0.9,1,10000,2,0,288000.0,201810.0,201145.0,0.7007291666666666,0.996704821366632,0.3142890625,1432.429243,32.020552,1464.449795,3.500365,301887.0,126529.0,179591.0,179591.0,0.0,192.0,192.0,179245.0,0.0,0.0,179437.0,525295.0,1.0,10000.0,0.0,67605.0,0.0,58002.0,0.0,53984.0,0.0,67557.0,0.0,57946.0,0.0,53934.0,33532.0,122615.0,52870.0,125755.0,64724.0,125799.0,64.0,0.0,64.0,0.0,64.0,0.0
dpphys_owner_rr,torus3d_tornado,0.9,1,10000,3,0,288000.0,200726.0,200050.0,0.6969652777777777,0.996632225023166,0.312578125,1464.063284,32.234976,1496.29826,3.506103,302907.0,126524.0,176273.0,176273.0,0.0,192.0,192.0,175926.0,0.0,0.0,176118.0,525979.0,1.0,10000.0,0.0,66353.0,0.0,56758.0,0.0,53162.0,0.0,66312.0,0.0,56699.0,0.0,53107.0,33751.0,122692.0,53285.0,125777.0,65022.0,125452.0,64.0,0.0,64.0,0.0,64.0,0.0
dpphys_pressure,torus3d_tornado,0.1,1,10000,1,0,32000.0,31899.0,31860.0,0.99684375,0.9987773911407881,0.04978125,2.0,9.321814,11.321814,3.0,0.0,0.0,3579.0,3579.0,0.0,0.0,0.0,3579.0,0.0,0.0,3579.0,92048.0,0.0,10000.0,0.0,1186.0,0.0,1181.0,0.0,1212.0,0.0,1186.0,0.0,1181.0,0.0,1212.0,0.0,30693.0,0.0,30697.0,0.0,30658.0,0.0,0.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_tornado,0.1,1,10000,2,0,32000.0,31675.0,31647.0,0.98984375,0.9991160220994475,0.0494484375,2.0,9.320568,11.320568,3.0,0.0,0.0,3522.0,3522.0,0.0,0.0,0.0,3522.0,0.0,0.0,3522.0,91461.0,0.0,10000.0,0.0,1182.0,0.0,1150.0,0.0,1190.0,0.0,1182.0,0.0,1150.0,0.0,1190.0,0.0,30480.0,0.0,30510.0,0.0,30471.0,0.0,0.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_tornado,0.1,1,10000,3,0,32000.0,31949.0,31921.0,0.99840625,0.999123603242668,0.0498765625,2.0,9.330378,11.330378,3.0,0.0,0.0,3652.0,3652.0,0.0,0.0,0.0,3652.0,0.0,0.0,3652.0,92149.0,0.0,10000.0,0.0,1243.0,0.0,1210.0,0.0,1199.0,0.0,1243.0,0.0,1210.0,0.0,1199.0,0.0,30690.0,0.0,30723.0,0.0,30736.0,0.0,0.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_tornado,0.3,1,10000,1,0,96000.0,95859.0,95738.0,0.99853125,0.9987377293733505,0.149590625,2.000031,10.186143,12.186175,3.0,0.0,0.0,50026.0,50009.0,17.0,17.0,0.0,50010.0,0.0,0.0,50010.0,237345.0,1.0,10000.0,0.0,16381.0,0.0,16913.0,0.0,16732.0,0.0,16378.0,0.0,16907.0,0.0,16725.0,0.0,79407.0,0.0,78878.0,0.0,79060.0,0.0,3.0,0.0,6.0,0.0,8.0
dpphys_pressure,torus3d_tornado,0.3,1,10000,2,0,96000.0,95885.0,95789.0,0.9988020833333333,0.998998800646608,0.1496703125,2.000021,10.200054,12.200075,3.0,0.0,0.0,51206.0,51183.0,23.0,23.0,0.0,51197.0,0.0,0.0,51197.0,236292.0,1.0,10000.0,0.0,17099.0,0.0,16975.0,0.0,17132.0,0.0,17097.0,0.0,16973.0,0.0,17127.0,0.0,78729.0,0.0,78859.0,0.0,78704.0,0.0,9.0,0.0,7.0,0.0,7.0
dpphys_pressure,torus3d_tornado,0.3,1,10000,3,0,96000.0,95687.0,95584.0,0.9967395833333333,0.9989235737351991,0.14935,2.000031,10.180187,12.180218,3.0,0.0,0.0,49434.0,49420.0,14.0,14.0,0.0,49418.0,0.0,0.0,49418.0,237458.0,1.0,10000.0,0.0,16550.0,0.0,16533.0,0.0,16351.0,0.0,16544.0,0.0,16530.0,0.0,16344.0,0.0,79079.0,0.0,79096.0,0.0,79283.0,0.0,7.0,0.0,4.0,0.0,3.0
dpphys_pressure,torus3d_tornado,0.5,1,10000,1,0,160000.0,159657.0,159474.0,0.99785625,0.9988537928183544,0.249178125,2.001386,10.99467,12.996056,3.000025,13.0,9.0,171693.0,171500.0,193.0,194.0,1.0,171646.0,0.0,0.0,171647.0,306984.0,1.0,10000.0,0.0,57620.0,0.0,56848.0,0.0,57225.0,0.0,57606.0,0.0,56830.0,0.0,57211.0,6.0,101933.0,0.0,102712.0,0.0,102333.0,1.0,65.0,0.0,64.0,0.0,64.0
dpphys_pressure,torus3d_tornado,0.5,1,10000,2,0,160000.0,159867.0,159696.0,0.99916875,0.9989303608624669,0.249525,2.001196,10.998604,12.9998,3.000025,15.0,11.0,172416.0,172223.0,193.0,194.0,1.0,172380.0,0.0,0.0,172381.0,306915.0,1.0,10000.0,0.0,57175.0,0.0,57501.0,0.0,57740.0,0.0,57159.0,0.0,57490.0,0.0,57732.0,3.0,102603.0,3.0,102271.0,0.0,102035.0,1.0,65.0,0.0,64.0,0.0,64.0
dpphys_pressure,torus3d_tornado,0.5,1,10000,3,0,160000.0,159532.0,159338.0,0.997075,0.9987839430333726,0.248965625,2.001487,10.996128,12.997615,3.000013,6.0,4.0,171695.0,171502.0,193.0,194.0,1.0,171652.0,0.0,0.0,171653.0,306609.0,1.0,10000.0,0.0,56961.0,0.0,57323.0,0.0,57411.0,0.0,56948.0,0.0,57309.0,0.0,57396.0,3.0,102472.0,0.0,102115.0,0.0,102019.0,1.0,65.0,0.0,64.0,0.0,64.0
dpphys_pressure,torus3d_tornado,0.9,1,10000,1,0,288000.0,287801.0,287409.0,0.9993090277777777,0.9986379477486179,0.4490765625,2.093744,13.085457,15.179201,3.005678,4945.0,3183.0,510993.0,510315.0,678.0,1165.0,487.0,510344.0,0.0,0.0,510831.0,353471.0,1.0,10000.0,0.0,169883.0,0.0,170486.0,0.0,170624.0,0.0,169828.0,0.0,170432.0,0.0,170571.0,903.0,117426.0,714.0,116887.0,831.0,116710.0,193.0,256.0,151.0,215.0,143.0,207.0
