mode,pattern,injection_rate,vcs_per_vnet,sim_cycles,deadlock,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,cbs_entry_blocks,cbs_mark_moves,dp_pool_blocks,dp_shared_grants,escape_hops,escape_transitions,sim_ticks
A2_dpcbs_v4_s2,torus3d_xopposite,0.95,4,10000,0,304000.0,177061.0,176645.0,0.5824375,0.9976505272194328,0.2760078125,1947.166588,18.143712,1965.3103,2.0,343214.0,80841.0,0.0,102581.0,0.0,0.0,10000.0
A2_dpcbs_v4_s2,torus3d_xopposite,1.0,4,10000,0,320000.0,161344.0,160912.0,0.5042,0.9973224910749703,0.251425,2432.898205,17.945312,2450.843517,2.0,474896.0,157696.0,0.0,4032.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.05,4,10000,0,16000.0,15968.0,15954.0,0.998,0.999123246492986,0.024928125,2.0,7.049016,9.049016,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.1,4,10000,0,32000.0,31948.0,31916.0,0.998375,0.998998372355077,0.04986875,2.0,7.096284,9.096284,2.0,9.0,4.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.15,4,10000,0,48000.0,47760.0,47718.0,0.995,0.9991206030150753,0.074559375,2.0,7.143719,9.143719,2.0,18.0,37.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.2,4,10000,0,64000.0,63806.0,63750.0,0.99696875,0.9991223395918879,0.099609375,2.0,7.192769,9.192769,2.0,61.0,103.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.25,4,10000,0,80000.0,79713.0,79645.0,0.9964125,0.99914693964598,0.1244453125,2.0,7.242476,9.242476,2.0,181.0,228.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.3,4,10000,0,96000.0,95810.0,95730.0,0.9980208333333334,0.9991650140903873,0.149578125,2.0,7.294495,9.294495,2.0,458.0,526.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.35,4,10000,0,112000.0,111703.0,111615.0,0.9973482142857143,0.9992121966285596,0.1743984375,2.0,7.350947,9.350947,2.0,835.0,966.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.4,4,10000,0,128000.0,127637.0,127532.0,0.9971640625,0.9991773545288591,0.19926875,2.0,7.414022,9.414022,2.0,1437.0,1560.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.45,4,10000,0,144000.0,143553.0,143440.0,0.9968958333333333,0.9992128342842016,0.224125,2.000007,7.476861,9.476868,2.0,2442.0,2610.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.5,4,10000,0,160000.0,159452.0,159325.0,0.996575,0.999203522063066,0.2489453125,2.000006,7.559241,9.559247,2.0,3827.0,4056.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.55,4,10000,0,176000.0,175634.0,175494.0,0.9979204545454545,0.9992028878235422,0.274209375,2.000068,7.666923,9.666991,2.0,6438.0,6144.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.6,4,10000,0,192000.0,191507.0,191344.0,0.9974322916666667,0.999148856177581,0.298975,2.000455,7.816425,9.81688,2.0,10032.0,9137.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.65,4,10000,0,208000.0,207649.0,207472.0,0.9983125,0.9991476000366002,0.324175,2.00295,8.041741,10.04469,2.0,16641.0,13779.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.7,4,10000,0,224000.0,223725.0,223527.0,0.9987723214285714,0.9991149849145156,0.3492609375,2.018705,8.432198,10.450903,2.0,30010.0,22105.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.75,4,10000,0,240000.0,239660.0,239426.0,0.9985833333333334,0.9990236167904532,0.374103125,2.207843,9.303559,11.511402,2.0,64615.0,39259.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.8,4,10000,0,256000.0,255568.0,255243.0,0.9983125,0.9987283227947161,0.3988171875,11.981426,11.810416,23.791842,2.0,193024.0,76152.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.85,4,10000,0,272000.0,258205.0,257823.0,0.9492830882352942,0.998520555372669,0.4028484375,242.548442,13.433972,255.982414,2.0,287734.0,90828.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.9,4,10000,0,288000.0,263136.0,262767.0,0.9136666666666666,0.9985976833272528,0.4105734375,420.293313,13.100542,433.393855,2.0,282935.0,91593.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,0.95,4,10000,0,304000.0,258834.0,258463.0,0.8514276315789474,0.9985666488946584,0.4038484375,732.381498,13.434809,745.816306,2.0,290648.0,91827.0,0.0,0.0,0.0,0.0,10000.0
A3_cbs_v4,torus3d_xopposite,1.0,4,10000,0,320000.0,256256.0,255904.0,0.8008,0.9986263736263736,0.39985,991.644593,13.628236,1005.272829,2.0,291008.0,89328.0,0.0,0.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.05,6,10000,0,16000.0,15968.0,15954.0,0.998,0.999123246492986,0.024928125,2.0,7.048953,9.048953,2.0,0.0,0.0,0.0,31923.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.1,6,10000,0,32000.0,31948.0,31916.0,0.998375,0.998998372355077,0.04986875,2.0,7.095908,9.095908,2.0,0.0,0.0,0.0,63870.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.15,6,10000,0,48000.0,47760.0,47718.0,0.995,0.9991206030150753,0.074559375,2.0,7.1433,9.1433,2.0,0.0,0.0,0.0,95484.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.2,6,10000,0,64000.0,63806.0,63750.0,0.99696875,0.9991223395918879,0.099609375,2.0,7.191373,9.191373,2.0,0.0,0.0,0.0,127559.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.25,6,10000,0,80000.0,79713.0,79645.0,0.9964125,0.99914693964598,0.1244453125,2.0,7.239212,9.239212,2.0,0.0,0.0,0.0,159354.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.3,6,10000,0,96000.0,95810.0,95730.0,0.9980208333333334,0.9991650140903873,0.149578125,2.0,7.287705,9.287705,2.0,0.0,0.0,0.0,191493.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.35,6,10000,0,112000.0,111703.0,111615.0,0.9973482142857143,0.9992121966285596,0.1743984375,2.0,7.340626,9.340626,2.0,0.0,0.0,0.0,223165.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.4,6,10000,0,128000.0,127637.0,127532.0,0.9971640625,0.9991773545288591,0.19926875,2.0,7.397555,9.397555,2.0,0.0,0.0,0.0,254812.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.45,6,10000,0,144000.0,143553.0,143440.0,0.9968958333333333,0.9992128342842016,0.224125,2.0,7.450502,9.450502,2.0,0.0,0.0,0.0,286297.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.5,6,10000,0,160000.0,159452.0,159326.0,0.996575,0.9992097935428844,0.248946875,2.0,7.518151,9.518151,2.0,5.0,0.0,0.0,317436.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.55,6,10000,0,176000.0,175634.0,175493.0,0.9979204545454545,0.9991971941651389,0.2742078125,2.0,7.598132,9.598132,2.0,22.0,1.0,0.0,348652.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.6,6,10000,0,192000.0,191507.0,191346.0,0.9974322916666667,0.9991592996600647,0.298978125,2.0,7.693613,9.693613,2.0,34.0,3.0,0.0,378566.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.65,6,10000,0,208000.0,207649.0,207478.0,0.9983125,0.9991764949506138,0.324184375,2.0,7.823172,9.823172,2.0,142.0,9.0,0.0,407515.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.7,6,10000,0,224000.0,223725.0,223537.0,0.9987723214285714,0.9991596826461057,0.3492765625,2.0,7.994775,9.994775,2.0,317.0,24.0,0.0,434718.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.75,6,10000,0,240000.0,239664.0,239443.0,0.9986,0.9990778756926364,0.3741296875,2.0,8.241957,10.241957,2.0,676.0,69.0,0.0,458020.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.8,6,10000,0,256000.0,255852.0,255611.0,0.999421875,0.9990580491846849,0.3993921875,2.0,8.694728,10.694728,2.0,1702.0,231.0,0.0,474388.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.85,6,10000,0,272000.0,237670.0,237047.0,0.8737867647058823,0.9973787183910464,0.3703859375,416.66953,18.627272,435.296802,2.0,164449.0,1353.0,0.0,354108.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.9,6,10000,0,288000.0,218805.0,218153.0,0.7597395833333334,0.9970201777838715,0.3408640625,1093.849477,25.103638,1118.953115,2.0,253979.0,1338.0,0.0,307409.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,0.95,6,10000,0,304000.0,216831.0,216187.0,0.7132598684210526,0.9970299449801919,0.3377921875,1358.307114,25.973481,1384.280595,2.0,261353.0,1400.0,0.0,300003.0,0.0,0.0,10000.0
A4_dpcbs_v6_s4,torus3d_xopposite,1.0,6,10000,0,320000.0,214640.0,214016.0,0.67075,0.9970928065598211,0.3344,1609.145952,26.855394,1636.001346,2.0,265471.0,672.0,0.0,302768.0,0.0,0.0,10000.0
B1_esc_v2,torus3d_xopposite,0.05,2,10000,0,16000.0,15967.0,15954.0,0.9979375,0.9991858207553078,0.024928125,2.224332,7.063934,9.288266,2.020434,0.0,0.0,0.0,0.0,1032.0,673.0,10000.0
B1_esc_v2,torus3d_xopposite,0.1,2,10000,0,32000.0,31944.0,31915.0,0.99825,0.9990921612822439,0.0498671875,2.523954,7.124832,9.648786,2.040796,0.0,0.0,0.0,0.0,4385.0,2909.0,10000.0
B1_esc_v2,torus3d_xopposite,0.15,2,10000,0,48000.0,47753.0,47710.0,0.9948541666666667,0.9990995330136326,0.074546875,2.946447,7.193104,10.139551,2.063425,0.0,0.0,0.0,0.0,10263.0,6674.0,10000.0
B1_esc_v2,torus3d_xopposite,0.2,2,10000,0,64000.0,63792.0,63735.0,0.99675,0.9991064710308503,0.0995859375,3.577014,7.266651,10.843665,2.084381,0.0,0.0,0.0,0.0,18907.0,12364.0,10000.0
B1_esc_v2,torus3d_xopposite,0.25,2,10000,0,80000.0,79688.0,79622.0,0.9961,0.9991717699026202,0.124409375,4.622881,7.339065,11.961945,2.105825,0.0,0.0,0.0,0.0,29960.0,19479.0,10000.0
B1_esc_v2,torus3d_xopposite,0.3,2,10000,0,96000.0,95761.0,95687.0,0.9975104166666666,0.9992272428232788,0.1495109375,6.73127,7.411184,14.142454,2.123256,0.0,0.0,0.0,0.0,42575.0,27822.0,10000.0
B1_esc_v2,torus3d_xopposite,0.35,2,10000,0,112000.0,111581.0,111486.0,0.9962589285714286,0.9991486005681971,0.174196875,13.098568,7.498045,20.596613,2.145722,0.0,0.0,0.0,0.0,57208.0,37135.0,10000.0
