experiment,pattern,parameter_value,injection_rate,offered_packet_load,offered_flit_load,inj_vnet,packet_size_bytes,flits_per_packet,vcs_per_vnet,router_latency,link_width_bits,packets_injected,packets_received,flits_injected,flits_received,packet_throughput,flit_throughput,delivery_ratio,queueing_latency,network_latency,packet_latency,flit_queueing_latency,flit_network_latency,flit_latency,average_hops,average_link_utilization,sim_ticks,sim_freq
link_width_control,uniform_random,64,0.31,0.155,0.155,0,8,1,4,1,64,99232.0,99095.0,99232.0,99095.0,0.1548359375,0.1548359375,0.9986193969687198,2.0,14.110056,16.110056,2.0,14.110056,16.110056,5.248711,71.8869,10000.0,2000000000.0
link_width_control,uniform_random,64,0.32,0.16,0.16,0,8,1,4,1,64,102412.0,102256.0,102412.0,102256.0,0.159775,0.159775,0.9984767410069133,2.0,14.161135,16.161135,2.0,14.161135,16.161135,5.260718,74.314,10000.0,2000000000.0
link_width_control,uniform_random,64,0.33,0.165,0.165,0,8,1,4,1,64,105628.0,105459.0,105628.0,105459.0,0.1647796875,0.1647796875,0.9984000454424963,2.0,14.147527,16.147527,2.0,14.147527,16.147527,5.239354,76.4231,10000.0,2000000000.0
link_width_control,uniform_random,64,0.34,0.17,0.17,0,8,1,4,1,64,108817.0,108636.0,108817.0,108636.0,0.16974375,0.16974375,0.9983366569561741,2.0,14.181505,16.181505,2.0,14.181505,16.181505,5.241715,78.7566,10000.0,2000000000.0
link_width_control,uniform_random,64,0.35,0.175,0.175,0,8,1,4,1,64,111998.0,111839.0,111998.0,111839.0,0.1747484375,0.1747484375,0.9985803317916392,2.0,14.199984,16.199984,2.0,14.199984,16.199984,5.24132,81.0546,10000.0,2000000000.0
link_width_control,uniform_random,64,0.36,0.18,0.18,0,8,1,4,1,64,115134.0,114954.0,115134.0,114954.0,0.179615625,0.179615625,0.9984366043045495,2.0,14.257625,16.257625,2.0,14.257625,16.257625,5.250135,83.4185,10000.0,2000000000.0
link_width_control,uniform_random,64,0.37,0.185,0.185,0,8,1,4,1,64,118176.0,118001.0,118176.0,118001.0,0.1843765625,0.1843765625,0.9985191578662335,2.0,14.282803,16.282803,2.0,14.282803,16.282803,5.248167,85.6051,10000.0,2000000000.0
link_width_control,uniform_random,64,0.38,0.19,0.19,0,8,1,4,1,64,121411.0,121207.0,121411.0,121207.0,0.1893859375,0.1893859375,0.9983197568589337,2.0,14.321483,16.321483,2.0,14.321483,16.321483,5.252527,87.9999,10000.0,2000000000.0
link_width_control,uniform_random,64,0.39,0.195,0.195,0,8,1,4,1,64,124573.0,124367.0,124573.0,124367.0,0.1943234375,0.1943234375,0.9983463511354788,2.0,14.325159,16.325159,2.0,14.325159,16.325159,5.235287,90.0742,10000.0,2000000000.0
link_width_control,uniform_random,64,0.4,0.2,0.2,0,8,1,4,1,64,127850.0,127645.0,127850.0,127645.0,0.1994453125,0.1994453125,0.9983965584669534,2.0,14.393482,16.393482,2.0,14.393482,16.393482,5.24518,92.5788,10000.0,2000000000.0
link_width_control,uniform_random,64,0.41,0.205,0.205,0,8,1,4,1,64,130940.0,130735.0,130940.0,130735.0,0.2042734375,0.2042734375,0.9984343974339392,2.0,14.421945,16.421945,2.0,14.421945,16.421945,5.24116,94.761,10000.0,2000000000.0
link_width_control,uniform_random,64,0.42,0.21,0.21,0,8,1,4,1,64,134152.0,133956.0,134152.0,133956.0,0.20930625,0.20930625,0.9985389707197806,2.0,14.492393,16.492393,2.0,14.492393,16.492393,5.254419,97.2663,10000.0,2000000000.0
link_width_control,uniform_random,64,0.43,0.215,0.215,0,8,1,4,1,64,137408.0,137192.0,137408.0,137192.0,0.2143625,0.2143625,0.9984280391243596,2.000007,14.55235,16.552357,2.000007,14.55235,16.552357,5.260299,99.6966,10000.0,2000000000.0
link_width_control,uniform_random,64,0.44,0.22,0.22,0,8,1,4,1,64,140661.0,140451.0,140661.0,140451.0,0.2194546875,0.2194546875,0.9985070488621579,2.0,14.567664,16.567664,2.0,14.567664,16.567664,5.250009,101.9198,10000.0,2000000000.0
link_width_control,uniform_random,64,0.45,0.225,0.225,0,8,1,4,1,64,143788.0,143576.0,143788.0,143576.0,0.2243375,0.2243375,0.9985256071438506,2.0,14.614727,16.614727,2.0,14.614727,16.614727,5.251936,104.2168,10000.0,2000000000.0
link_width_control,uniform_random,64,0.46,0.23,0.23,0,8,1,4,1,64,146960.0,146737.0,146960.0,146737.0,0.2292765625,0.2292765625,0.9984825802939575,2.000061,14.680878,16.680939,2.000061,14.680878,16.680939,5.252874,106.5255,10000.0,2000000000.0
link_width_control,uniform_random,64,0.47,0.235,0.235,0,8,1,4,1,64,150117.0,149898.0,150117.0,149898.0,0.234215625,0.234215625,0.9985411379124283,2.000013,14.721898,16.721911,2.000013,14.721898,16.721911,5.248282,108.7456,10000.0,2000000000.0
link_width_control,uniform_random,64,0.48,0.24,0.24,0,8,1,4,1,64,153229.0,152997.0,153229.0,152997.0,0.2390578125,0.2390578125,0.9984859262933257,2.000052,14.799512,16.799565,2.000052,14.799512,16.799565,5.25209,111.0577,10000.0,2000000000.0
link_width_control,uniform_random,64,0.49,0.245,0.245,0,8,1,4,1,64,156386.0,156147.0,156386.0,156147.0,0.2439796875,0.2439796875,0.9984717302060286,2.000026,14.867106,16.867132,2.000026,14.867106,16.867132,5.255535,113.3949,10000.0,2000000000.0
link_width_control,uniform_random,64,0.5,0.25,0.25,0,8,1,4,1,64,159529.0,159305.0,159529.0,159305.0,0.2489140625,0.2489140625,0.9985958665822515,2.00005,14.905213,16.905263,2.00005,14.905213,16.905263,5.248122,115.5665,10000.0,2000000000.0
link_width_control,uniform_random,128,0.01,0.005,0.005,0,8,1,4,1,128,3165.0,3162.0,3165.0,3162.0,0.004940625,0.004940625,0.9990521327014218,2.0,13.557559,15.557559,2.0,13.557559,15.557559,5.26945,2.2996,10000.0,2000000000.0
link_width_control,uniform_random,128,0.02,0.01,0.01,0,8,1,4,1,128,6387.0,6382.0,6387.0,6382.0,0.009971875,0.009971875,0.9992171598559574,2.0,13.579285,15.579285,2.0,13.579285,15.579285,5.271702,4.6424,10000.0,2000000000.0
link_width_control,uniform_random,128,0.03,0.015,0.015,0,8,1,4,1,128,9483.0,9471.0,9483.0,9471.0,0.0147984375,0.0147984375,0.9987345776652958,2.0,13.614507,15.614507,2.0,13.614507,15.614507,5.280857,6.9031,10000.0,2000000000.0
link_width_control,uniform_random,128,0.04,0.02,0.02,0,8,1,4,1,128,12618.0,12593.0,12618.0,12593.0,0.0196765625,0.0196765625,0.9980187034395308,2.0,13.560947,15.560947,2.0,13.560947,15.560947,5.24728,9.1395,10000.0,2000000000.0
link_width_control,uniform_random,128,0.05,0.025,0.025,0,8,1,4,1,128,15980.0,15955.0,15980.0,15955.0,0.0249296875,0.0249296875,0.9984355444305382,2.0,13.526669,15.526669,2.0,13.526669,15.526669,5.221122,11.531,10000.0,2000000000.0
link_width_control,uniform_random,128,0.06,0.03,0.03,0,8,1,4,1,128,19131.0,19109.0,19131.0,19109.0,0.0298578125,0.0298578125,0.9988500339762689,2.0,13.623738,15.623738,2.0,13.623738,15.623738,5.258779,13.8817,10000.0,2000000000.0
link_width_control,uniform_random,128,0.07,0.035,0.035,0,8,1,4,1,128,22313.0,22280.0,22313.0,22280.0,0.0348125,0.0348125,0.9985210415452875,2.0,13.597756,15.597756,2.0,13.597756,15.597756,5.237522,16.1401,10000.0,2000000000.0
link_width_control,uniform_random,128,0.08,0.04,0.04,0,8,1,4,1,128,25513.0,25486.0,25513.0,25486.0,0.039821875,0.039821875,0.9989417159879277,2.0,13.614298,15.614298,2.0,13.614298,15.614298,5.236169,18.4528,10000.0,2000000000.0
link_width_control,uniform_random,128,0.09,0.045,0.045,0,8,1,4,1,128,28723.0,28679.0,28723.0,28679.0,0.0448109375,0.0448109375,0.9984681265884483,2.0,13.644269,15.644269,2.0,13.644269,15.644269,5.242547,20.7916,10000.0,2000000000.0
link_width_control,uniform_random,128,0.1,0.05,0.05,0,8,1,4,1,128,31970.0,31919.0,31970.0,31919.0,0.0498734375,0.0498734375,0.9984047544573037,2.0,13.711394,15.711394,2.0,13.711394,15.711394,5.266832,23.2156,10000.0,2000000000.0
link_width_control,uniform_random,128,0.11,0.055,0.055,0,8,1,4,1,128,35150.0,35109.0,35150.0,35109.0,0.0548578125,0.0548578125,0.9988335704125177,2.0,13.705261,15.705261,2.0,13.705261,15.705261,5.253468,25.4829,10000.0,2000000000.0
link_width_control,uniform_random,128,0.12,0.06,0.06,0,8,1,4,1,128,38312.0,38245.0,38312.0,38245.0,0.0597578125,0.0597578125,0.998251200668198,2.0,13.728592,15.728592,2.0,13.728592,15.728592,5.257289,27.7862,10000.0,2000000000.0
link_width_control,uniform_random,128,0.13,0.065,0.065,0,8,1,4,1,128,41441.0,41382.0,41441.0,41382.0,0.064659375,0.064659375,0.9985762891822109,2.0,13.700353,15.700353,2.0,13.700353,15.700353,5.232396,29.9574,10000.0,2000000000.0
link_width_control,uniform_random,128,0.14,0.07,0.07,0,8,1,4,1,128,44515.0,44455.0,44515.0,44455.0,0.0694609375,0.0694609375,0.9986521397281816,2.0,13.753414,15.753414,2.0,13.753414,15.753414,5.250995,32.2631,10000.0,2000000000.0
link_width_control,uniform_random,128,0.15,0.075,0.075,0,8,1,4,1,128,47716.0,47649.0,47716.0,47649.0,0.0744515625,0.0744515625,0.9985958588314192,2.0,13.745934,15.745934,2.0,13.745934,15.745934,5.241327,34.5318,10000.0,2000000000.0
link_width_control,uniform_random,128,0.16,0.08,0.08,0,8,1,4,1,128,50920.0,50840.0,50920.0,50840.0,0.0794375,0.0794375,0.9984289080911233,2.0,13.812077,15.812077,2.0,13.812077,15.812077,5.2631,36.9628,10000.0,2000000000.0
link_width_control,uniform_random,128,0.17,0.085,0.085,0,8,1,4,1,128,54190.0,54109.0,54190.0,54109.0,0.0845453125,0.0845453125,0.9985052592729285,2.0,13.813913,15.813913,2.0,13.813913,15.813913,5.255041,39.2979,10000.0,2000000000.0
link_width_control,uniform_random,128,0.18,0.09,0.09,0,8,1,4,1,128,57428.0,57352.0,57428.0,57352.0,0.0896125,0.0896125,0.9986766037473009,2.0,13.827853,15.827853,2.0,13.827853,15.827853,5.252999,41.6291,10000.0,2000000000.0
link_width_control,uniform_random,128,0.19,0.095,0.095,0,8,1,4,1,128,60683.0,60581.0,60683.0,60581.0,0.0946578125,0.0946578125,0.9983191338595653,2.0,13.869778,15.869778,2.0,13.869778,15.869778,5.26373,44.052,10000.0,2000000000.0
link_width_control,uniform_random,128,0.2,0.1,0.1,0,8,1,4,1,128,63801.0,63702.0,63801.0,63702.0,0.099534375,0.099534375,0.9984483001833827,2.0,13.890302,15.890302,2.0,13.890302,15.890302,5.264277,46.3196,10000.0,2000000000.0
link_width_control,uniform_random,128,0.21,0.105,0.105,0,8,1,4,1,128,67103.0,67011.0,67103.0,67011.0,0.1047046875,0.1047046875,0.9986289733692979,2.0,13.892167,15.892167,2.0,13.892167,15.892167,5.254093,48.6481,10000.0,2000000000.0
link_width_control,uniform_random,128,0.22,0.11,0.11,0,8,1,4,1,128,70205.0,70106.0,70205.0,70106.0,0.109540625,0.109540625,0.9985898440282032,2.0,13.869141,15.869141,2.0,13.869141,15.869141,5.231507,50.7419,10000.0,2000000000.0
link_width_control,uniform_random,128,0.23,0.115,0.115,0,8,1,4,1,128,73295.0,73185.0,73295.0,73185.0,0.1143515625,0.1143515625,0.9984992154990109,2.0,13.925381,15.925381,2.0,13.925381,15.925381,5.248671,53.0986,10000.0,2000000000.0
link_width_control,uniform_random,128,0.24,0.12,0.12,0,8,1,4,1,128,76649.0,76545.0,76649.0,76545.0,0.1196015625,0.1196015625,0.9986431655990293,2.0,13.946528,15.946528,2.0,13.946528,15.946528,5.247959,55.5217,10000.0,2000000000.0
link_width_control,uniform_random,128,0.25,0.125,0.125,0,8,1,4,1,128,79865.0,79728.0,79865.0,79728.0,0.124575,0.124575,0.9982846052713955,2.0,13.979919,15.979919,2.0,13.979919,15.979919,5.256108,57.9146,10000.0,2000000000.0
link_width_control,uniform_random,128,0.26,0.13,0.13,0,8,1,4,1,128,83161.0,83030.0,83161.0,83030.0,0.129734375,0.129734375,0.9984247423672155,2.0,13.971902,15.971902,2.0,13.971902,15.971902,5.241973,60.1872,10000.0,2000000000.0
link_width_control,uniform_random,128,0.27,0.135,0.135,0,8,1,4,1,128,86362.0,86233.0,86362.0,86233.0,0.1347390625,0.1347390625,0.9985062874875524,2.0,14.010448,16.010448,2.0,14.010448,16.010448,5.248374,62.5649,10000.0,2000000000.0
link_width_control,uniform_random,128,0.28,0.14,0.14,0,8,1,4,1,128,89543.0,89406.0,89543.0,89406.0,0.139696875,0.139696875,0.9984700088225769,2.0,14.026106,16.026106,2.0,14.026106,16.026106,5.246068,64.8424,10000.0,2000000000.0
link_width_control,uniform_random,128,0.29,0.145,0.145,0,8,1,4,1,128,92816.0,92670.0,92816.0,92670.0,0.144796875,0.144796875,0.9984269953456301,2.0,14.066645,16.066645,2.0,14.066645,16.066645,5.252563,67.2784,10000.0,2000000000.0
link_width_control,uniform_random,128,0.3,0.15,0.15,0,8,1,4,1,128,96060.0,95916.0,96060.0,95916.0,0.14986875,0.14986875,0.9985009369144284,2.0,14.106958,16.106958,2.0,14.106958,16.106958,5.259592,69.6959,10000.0,2000000000.0
link_width_control,uniform_random,128,0.31,0.155,0.155,0,8,1,4,1,128,99232.0,99095.0,99232.0,99095.0,0.1548359375,0.1548359375,0.9986193969687198,2.0,14.110056,16.110056,2.0,14.110056,16.110056,5.248711,71.8869,10000.0,2000000000.0
link_width_control,uniform_random,128,0.32,0.16,0.16,0,8,1,4,1,128,102412.0,102256.0,102412.0,102256.0,0.159775,0.159775,0.9984767410069133,2.0,14.161135,16.161135,2.0,14.161135,16.161135,5.260718,74.314,10000.0,2000000000.0
link_width_control,uniform_random,128,0.33,0.165,0.165,0,8,1,4,1,128,105628.0,105459.0,105628.0,105459.0,0.1647796875,0.1647796875,0.9984000454424963,2.0,14.147527,16.147527,2.0,14.147527,16.147527,5.239354,76.4231,10000.0,2000000000.0
link_width_control,uniform_random,128,0.34,0.17,0.17,0,8,1,4,1,128,108817.0,108636.0,108817.0,108636.0,0.16974375,0.16974375,0.9983366569561741,2.0,14.181505,16.181505,2.0,14.181505,16.181505,5.241715,78.7566,10000.0,2000000000.0
link_width_control,uniform_random,128,0.35,0.175,0.175,0,8,1,4,1,128,111998.0,111839.0,111998.0,111839.0,0.1747484375,0.1747484375,0.9985803317916392,2.0,14.199984,16.199984,2.0,14.199984,16.199984,5.24132,81.0546,10000.0,2000000000.0
link_width_control,uniform_random,128,0.36,0.18,0.18,0,8,1,4,1,128,115134.0,114954.0,115134.0,114954.0,0.179615625,0.179615625,0.9984366043045495,2.0,14.257625,16.257625,2.0,14.257625,16.257625,5.250135,83.4185,10000.0,2000000000.0
link_width_control,uniform_random,128,0.37,0.185,0.185,0,8,1,4,1,128,118176.0,118001.0,118176.0,118001.0,0.1843765625,0.1843765625,0.9985191578662335,2.0,14.282803,16.282803,2.0,14.282803,16.282803,5.248167,85.6051,10000.0,2000000000.0
link_width_control,uniform_random,128,0.38,0.19,0.19,0,8,1,4,1,128,121411.0,121207.0,121411.0,121207.0,0.1893859375,0.1893859375,0.9983197568589337,2.0,14.321483,16.321483,2.0,14.321483,16.321483,5.252527,87.9999,10000.0,2000000000.0
link_width_control,uniform_random,128,0.39,0.195,0.195,0,8,1,4,1,128,124573.0,124367.0,124573.0,124367.0,0.1943234375,0.1943234375,0.9983463511354788,2.0,14.325159,16.325159,2.0,14.325159,16.325159,5.235287,90.0742,10000.0,2000000000.0
link_width_control,uniform_random,128,0.4,0.2,0.2,0,8,1,4,1,128,127850.0,127645.0,127850.0,127645.0,0.1994453125,0.1994453125,0.9983965584669534,2.0,14.393482,16.393482,2.0,14.393482,16.393482,5.24518,92.5788,10000.0,2000000000.0
link_width_control,uniform_random,128,0.41,0.205,0.205,0,8,1,4,1,128,130940.0,130735.0,130940.0,130735.0,0.2042734375,0.2042734375,0.9984343974339392,2.0,14.421945,16.421945,2.0,14.421945,16.421945,5.24116,94.761,10000.0,2000000000.0
link_width_control,uniform_random,128,0.42,0.21,0.21,0,8,1,4,1,128,134152.0,133956.0,134152.0,133956.0,0.20930625,0.20930625,0.9985389707197806,2.0,14.492393,16.492393,2.0,14.492393,16.492393,5.254419,97.2663,10000.0,2000000000.0
link_width_control,uniform_random,128,0.43,0.215,0.215,0,8,1,4,1,128,137408.0,137192.0,137408.0,137192.0,0.2143625,0.2143625,0.9984280391243596,2.000007,14.55235,16.552357,2.000007,14.55235,16.552357,5.260299,99.6966,10000.0,2000000000.0
link_width_control,uniform_random,128,0.44,0.22,0.22,0,8,1,4,1,128,140661.0,140451.0,140661.0,140451.0,0.2194546875,0.2194546875,0.9985070488621579,2.0,14.567664,16.567664,2.0,14.567664,16.567664,5.250009,101.9198,10000.0,2000000000.0
link_width_control,uniform_random,128,0.45,0.225,0.225,0,8,1,4,1,128,143788.0,143576.0,143788.0,143576.0,0.2243375,0.2243375,0.9985256071438506,2.0,14.614727,16.614727,2.0,14.614727,16.614727,5.251936,104.2168,10000.0,2000000000.0
link_width_control,uniform_random,128,0.46,0.23,0.23,0,8,1,4,1,128,146960.0,146737.0,146960.0,146737.0,0.2292765625,0.2292765625,0.9984825802939575,2.000061,14.680878,16.680939,2.000061,14.680878,16.680939,5.252874,106.5255,10000.0,2000000000.0
link_width_control,uniform_random,128,0.47,0.235,0.235,0,8,1,4,1,128,150117.0,149898.0,150117.0,149898.0,0.234215625,0.234215625,0.9985411379124283,2.000013,14.721898,16.721911,2.000013,14.721898,16.721911,5.248282,108.7456,10000.0,2000000000.0
link_width_control,uniform_random,128,0.48,0.24,0.24,0,8,1,4,1,128,153229.0,152997.0,153229.0,152997.0,0.2390578125,0.2390578125,0.9984859262933257,2.000052,14.799512,16.799565,2.000052,14.799512,16.799565,5.25209,111.0577,10000.0,2000000000.0
link_width_control,uniform_random,128,0.49,0.245,0.245,0,8,1,4,1,128,156386.0,156147.0,156386.0,156147.0,0.2439796875,0.2439796875,0.9984717302060286,2.000026,14.867106,16.867132,2.000026,14.867106,16.867132,5.255535,113.3949,10000.0,2000000000.0
link_width_control,uniform_random,128,0.5,0.25,0.25,0,8,1,4,1,128,159529.0,159305.0,159529.0,159305.0,0.2489140625,0.2489140625,0.9985958665822515,2.00005,14.905213,16.905263,2.00005,14.905213,16.905263,5.248122,115.5665,10000.0,2000000000.0
link_width_control,uniform_random,256,0.01,0.005,0.005,0,8,1,4,1,256,3165.0,3162.0,3165.0,3162.0,0.004940625,0.004940625,0.9990521327014218,2.0,13.557559,15.557559,2.0,13.557559,15.557559,5.26945,2.2996,10000.0,2000000000.0
link_width_control,uniform_random,256,0.02,0.01,0.01,0,8,1,4,1,256,6387.0,6382.0,6387.0,6382.0,0.009971875,0.009971875,0.9992171598559574,2.0,13.579285,15.579285,2.0,13.579285,15.579285,5.271702,4.6424,10000.0,2000000000.0
link_width_control,uniform_random,256,0.03,0.015,0.015,0,8,1,4,1,256,9483.0,9471.0,9483.0,9471.0,0.0147984375,0.0147984375,0.9987345776652958,2.0,13.614507,15.614507,2.0,13.614507,15.614507,5.280857,6.9031,10000.0,2000000000.0
link_width_control,uniform_random,256,0.04,0.02,0.02,0,8,1,4,1,256,12618.0,12593.0,12618.0,12593.0,0.0196765625,0.0196765625,0.9980187034395308,2.0,13.560947,15.560947,2.0,13.560947,15.560947,5.24728,9.1395,10000.0,2000000000.0
link_width_control,uniform_random,256,0.05,0.025,0.025,0,8,1,4,1,256,15980.0,15955.0,15980.0,15955.0,0.0249296875,0.0249296875,0.9984355444305382,2.0,13.526669,15.526669,2.0,13.526669,15.526669,5.221122,11.531,10000.0,2000000000.0
link_width_control,uniform_random,256,0.06,0.03,0.03,0,8,1,4,1,256,19131.0,19109.0,19131.0,19109.0,0.0298578125,0.0298578125,0.9988500339762689,2.0,13.623738,15.623738,2.0,13.623738,15.623738,5.258779,13.8817,10000.0,2000000000.0
link_width_control,uniform_random,256,0.07,0.035,0.035,0,8,1,4,1,256,22313.0,22280.0,22313.0,22280.0,0.0348125,0.0348125,0.9985210415452875,2.0,13.597756,15.597756,2.0,13.597756,15.597756,5.237522,16.1401,10000.0,2000000000.0
link_width_control,uniform_random,256,0.08,0.04,0.04,0,8,1,4,1,256,25513.0,25486.0,25513.0,25486.0,0.039821875,0.039821875,0.9989417159879277,2.0,13.614298,15.614298,2.0,13.614298,15.614298,5.236169,18.4528,10000.0,2000000000.0
link_width_control,uniform_random,256,0.09,0.045,0.045,0,8,1,4,1,256,28723.0,28679.0,28723.0,28679.0,0.0448109375,0.0448109375,0.9984681265884483,2.0,13.644269,15.644269,2.0,13.644269,15.644269,5.242547,20.7916,10000.0,2000000000.0
link_width_control,uniform_random,256,0.1,0.05,0.05,0,8,1,4,1,256,31970.0,31919.0,31970.0,31919.0,0.0498734375,0.0498734375,0.9984047544573037,2.0,13.711394,15.711394,2.0,13.711394,15.711394,5.266832,23.2156,10000.0,2000000000.0
link_width_control,uniform_random,256,0.11,0.055,0.055,0,8,1,4,1,256,35150.0,35109.0,35150.0,35109.0,0.0548578125,0.0548578125,0.9988335704125177,2.0,13.705261,15.705261,2.0,13.705261,15.705261,5.253468,25.4829,10000.0,2000000000.0
link_width_control,uniform_random,256,0.12,0.06,0.06,0,8,1,4,1,256,38312.0,38245.0,38312.0,38245.0,0.0597578125,0.0597578125,0.998251200668198,2.0,13.728592,15.728592,2.0,13.728592,15.728592,5.257289,27.7862,10000.0,2000000000.0
link_width_control,uniform_random,256,0.13,0.065,0.065,0,8,1,4,1,256,41441.0,41382.0,41441.0,41382.0,0.064659375,0.064659375,0.9985762891822109,2.0,13.700353,15.700353,2.0,13.700353,15.700353,5.232396,29.9574,10000.0,2000000000.0
link_width_control,uniform_random,256,0.14,0.07,0.07,0,8,1,4,1,256,44515.0,44455.0,44515.0,44455.0,0.0694609375,0.0694609375,0.9986521397281816,2.0,13.753414,15.753414,2.0,13.753414,15.753414,5.250995,32.2631,10000.0,2000000000.0
link_width_control,uniform_random,256,0.15,0.075,0.075,0,8,1,4,1,256,47716.0,47649.0,47716.0,47649.0,0.0744515625,0.0744515625,0.9985958588314192,2.0,13.745934,15.745934,2.0,13.745934,15.745934,5.241327,34.5318,10000.0,2000000000.0
link_width_control,uniform_random,256,0.16,0.08,0.08,0,8,1,4,1,256,50920.0,50840.0,50920.0,50840.0,0.0794375,0.0794375,0.9984289080911233,2.0,13.812077,15.812077,2.0,13.812077,15.812077,5.2631,36.9628,10000.0,2000000000.0
link_width_control,uniform_random,256,0.17,0.085,0.085,0,8,1,4,1,256,54190.0,54109.0,54190.0,54109.0,0.0845453125,0.0845453125,0.9985052592729285,2.0,13.813913,15.813913,2.0,13.813913,15.813913,5.255041,39.2979,10000.0,2000000000.0
link_width_control,uniform_random,256,0.18,0.09,0.09,0,8,1,4,1,256,57428.0,57352.0,57428.0,57352.0,0.0896125,0.0896125,0.9986766037473009,2.0,13.827853,15.827853,2.0,13.827853,15.827853,5.252999,41.6291,10000.0,2000000000.0
link_width_control,uniform_random,256,0.19,0.095,0.095,0,8,1,4,1,256,60683.0,60581.0,60683.0,60581.0,0.0946578125,0.0946578125,0.9983191338595653,2.0,13.869778,15.869778,2.0,13.869778,15.869778,5.26373,44.052,10000.0,2000000000.0
link_width_control,uniform_random,256,0.2,0.1,0.1,0,8,1,4,1,256,63801.0,63702.0,63801.0,63702.0,0.099534375,0.099534375,0.9984483001833827,2.0,13.890302,15.890302,2.0,13.890302,15.890302,5.264277,46.3196,10000.0,2000000000.0
link_width_control,uniform_random,256,0.21,0.105,0.105,0,8,1,4,1,256,67103.0,67011.0,67103.0,67011.0,0.1047046875,0.1047046875,0.9986289733692979,2.0,13.892167,15.892167,2.0,13.892167,15.892167,5.254093,48.6481,10000.0,2000000000.0
link_width_control,uniform_random,256,0.22,0.11,0.11,0,8,1,4,1,256,70205.0,70106.0,70205.0,70106.0,0.109540625,0.109540625,0.9985898440282032,2.0,13.869141,15.869141,2.0,13.869141,15.869141,5.231507,50.7419,10000.0,2000000000.0
link_width_control,uniform_random,256,0.23,0.115,0.115,0,8,1,4,1,256,73295.0,73185.0,73295.0,73185.0,0.1143515625,0.1143515625,0.9984992154990109,2.0,13.925381,15.925381,2.0,13.925381,15.925381,5.248671,53.0986,10000.0,2000000000.0
link_width_control,uniform_random,256,0.24,0.12,0.12,0,8,1,4,1,256,76649.0,76545.0,76649.0,76545.0,0.1196015625,0.1196015625,0.9986431655990293,2.0,13.946528,15.946528,2.0,13.946528,15.946528,5.247959,55.5217,10000.0,2000000000.0
link_width_control,uniform_random,256,0.25,0.125,0.125,0,8,1,4,1,256,79865.0,79728.0,79865.0,79728.0,0.124575,0.124575,0.9982846052713955,2.0,13.979919,15.979919,2.0,13.979919,15.979919,5.256108,57.9146,10000.0,2000000000.0
link_width_control,uniform_random,256,0.26,0.13,0.13,0,8,1,4,1,256,83161.0,83030.0,83161.0,83030.0,0.129734375,0.129734375,0.9984247423672155,2.0,13.971902,15.971902,2.0,13.971902,15.971902,5.241973,60.1872,10000.0,2000000000.0
link_width_control,uniform_random,256,0.27,0.135,0.135,0,8,1,4,1,256,86362.0,86233.0,86362.0,86233.0,0.1347390625,0.1347390625,0.9985062874875524,2.0,14.010448,16.010448,2.0,14.010448,16.010448,5.248374,62.5649,10000.0,2000000000.0
link_width_control,uniform_random,256,0.28,0.14,0.14,0,8,1,4,1,256,89543.0,89406.0,89543.0,89406.0,0.139696875,0.139696875,0.9984700088225769,2.0,14.026106,16.026106,2.0,14.026106,16.026106,5.246068,64.8424,10000.0,2000000000.0
link_width_control,uniform_random,256,0.29,0.145,0.145,0,8,1,4,1,256,92816.0,92670.0,92816.0,92670.0,0.144796875,0.144796875,0.9984269953456301,2.0,14.066645,16.066645,2.0,14.066645,16.066645,5.252563,67.2784,10000.0,2000000000.0
link_width_control,uniform_random,256,0.3,0.15,0.15,0,8,1,4,1,256,96060.0,95916.0,96060.0,95916.0,0.14986875,0.14986875,0.9985009369144284,2.0,14.106958,16.106958,2.0,14.106958,16.106958,5.259592,69.6959,10000.0,2000000000.0
link_width_control,uniform_random,256,0.31,0.155,0.155,0,8,1,4,1,256,99232.0,99095.0,99232.0,99095.0,0.1548359375,0.1548359375,0.9986193969687198,2.0,14.110056,16.110056,2.0,14.110056,16.110056,5.248711,71.8869,10000.0,2000000000.0
link_width_control,uniform_random,256,0.32,0.16,0.16,0,8,1,4,1,256,102412.0,102256.0,102412.0,102256.0,0.159775,0.159775,0.9984767410069133,2.0,14.161135,16.161135,2.0,14.161135,16.161135,5.260718,74.314,10000.0,2000000000.0
link_width_control,uniform_random,256,0.33,0.165,0.165,0,8,1,4,1,256,105628.0,105459.0,105628.0,105459.0,0.1647796875,0.1647796875,0.9984000454424963,2.0,14.147527,16.147527,2.0,14.147527,16.147527,5.239354,76.4231,10000.0,2000000000.0
link_width_control,uniform_random,256,0.34,0.17,0.17,0,8,1,4,1,256,108817.0,108636.0,108817.0,108636.0,0.16974375,0.16974375,0.9983366569561741,2.0,14.181505,16.181505,2.0,14.181505,16.181505,5.241715,78.7566,10000.0,2000000000.0
link_width_control,uniform_random,256,0.35,0.175,0.175,0,8,1,4,1,256,111998.0,111839.0,111998.0,111839.0,0.1747484375,0.1747484375,0.9985803317916392,2.0,14.199984,16.199984,2.0,14.199984,16.199984,5.24132,81.0546,10000.0,2000000000.0
link_width_control,uniform_random,256,0.36,0.18,0.18,0,8,1,4,1,256,115134.0,114954.0,115134.0,114954.0,0.179615625,0.179615625,0.9984366043045495,2.0,14.257625,16.257625,2.0,14.257625,16.257625,5.250135,83.4185,10000.0,2000000000.0
