experiment,pattern,parameter_value,injection_rate,offered_packet_load,offered_flit_load,inj_vnet,packet_size_bytes,flits_per_packet,vcs_per_vnet,router_latency,link_width_bits,packets_injected,packets_received,flits_injected,flits_received,packet_throughput,flit_throughput,delivery_ratio,queueing_latency,network_latency,packet_latency,flit_queueing_latency,flit_network_latency,flit_latency,average_hops,average_link_utilization,sim_ticks,sim_freq
vcs,transpose,1,0.47,0.235,0.235,0,8,1,1,1,128,50047.0,49932.0,50047.0,49932.0,0.07801875,0.07801875,0.9977021599696285,2091.064227,21.785288,2112.849515,2091.064227,21.785288,2112.849515,2.363054,21.8098,10000.0,2000000000.0
vcs,transpose,1,0.48,0.24,0.24,0,8,1,1,1,128,50052.0,49937.0,50052.0,49937.0,0.0780265625,0.0780265625,0.9977023895149045,2150.586599,21.784008,2172.370607,2150.586599,21.784008,2172.370607,2.362977,21.8116,10000.0,2000000000.0
vcs,transpose,1,0.49,0.245,0.245,0,8,1,1,1,128,50057.0,49941.0,50057.0,49941.0,0.0780328125,0.0780328125,0.9976826417883613,2206.249374,21.784025,2228.033399,2206.249374,21.784025,2228.033399,2.362748,21.812,10000.0,2000000000.0
vcs,transpose,1,0.5,0.25,0.25,0,8,1,1,1,128,50058.0,49941.0,50058.0,49941.0,0.0780328125,0.0780328125,0.9976627112549442,2261.233796,21.784386,2283.018181,2261.233796,21.784386,2283.018181,2.362788,21.8122,10000.0,2000000000.0
vcs,transpose,2,0.01,0.005,0.005,0,8,1,2,1,128,3151.0,3149.0,3151.0,3149.0,0.0049203125,0.0049203125,0.9993652808632181,2.0,13.665926,15.665926,2.0,13.665926,15.665926,5.323595,2.307,10000.0,2000000000.0
vcs,transpose,2,0.02,0.01,0.01,0,8,1,2,1,128,6392.0,6384.0,6392.0,6384.0,0.009975,0.009975,0.9987484355444305,2.00094,13.592262,15.593202,2.00094,13.592262,15.593202,5.272556,4.6478,10000.0,2000000000.0
vcs,transpose,2,0.03,0.015,0.015,0,8,1,2,1,128,9506.0,9491.0,9506.0,9491.0,0.0148296875,0.0148296875,0.998422049232064,2.001475,13.645137,15.646613,2.001475,13.645137,15.646613,5.283532,6.9207,10000.0,2000000000.0
vcs,transpose,2,0.04,0.02,0.02,0,8,1,2,1,128,12607.0,12587.0,12607.0,12587.0,0.0196671875,0.0196671875,0.9984135797572777,2.001668,13.643601,15.645269,2.001668,13.643601,15.645269,5.262255,9.152,10000.0,2000000000.0
vcs,transpose,2,0.05,0.025,0.025,0,8,1,2,1,128,15968.0,15943.0,15968.0,15943.0,0.0249109375,0.0249109375,0.9984343687374749,2.003073,13.667817,15.67089,2.003073,13.667817,15.67089,5.247695,11.5682,10000.0,2000000000.0
vcs,transpose,2,0.06,0.03,0.03,0,8,1,2,1,128,19104.0,19069.0,19104.0,19069.0,0.0297953125,0.0297953125,0.9981679229480737,2.003986,13.729246,15.733232,2.003986,13.729246,15.733232,5.245057,13.8332,10000.0,2000000000.0
vcs,transpose,2,0.07,0.035,0.035,0,8,1,2,1,128,22259.0,22219.0,22259.0,22219.0,0.0347171875,0.0347171875,0.998202974077901,2.005671,13.819164,15.824835,2.005671,13.819164,15.824835,5.250461,16.1288,10000.0,2000000000.0
vcs,transpose,2,0.08,0.04,0.04,0,8,1,2,1,128,25466.0,25420.0,25466.0,25420.0,0.03971875,0.03971875,0.998193669991361,2.007828,13.910346,15.918175,2.007828,13.910346,15.918175,5.246499,18.4413,10000.0,2000000000.0
vcs,transpose,2,0.09,0.045,0.045,0,8,1,2,1,128,28697.0,28649.0,28697.0,28649.0,0.0447640625,0.0447640625,0.9983273512910757,2.009948,14.020105,16.030053,2.009948,14.020105,16.030053,5.23739,20.7555,10000.0,2000000000.0
vcs,transpose,2,0.1,0.05,0.05,0,8,1,2,1,128,31948.0,31895.0,31948.0,31895.0,0.0498359375,0.0498359375,0.9983410542130963,2.013639,14.190594,16.204233,2.013639,14.190594,16.204233,5.229409,23.0815,10000.0,2000000000.0
vcs,transpose,2,0.11,0.055,0.055,0,8,1,2,1,128,35122.0,35062.0,35122.0,35062.0,0.054784375,0.054784375,0.9982916690393485,2.019508,14.465033,16.484542,2.019508,14.465033,16.484542,5.230107,25.3755,10000.0,2000000000.0
vcs,transpose,2,0.12,0.06,0.06,0,8,1,2,1,128,38292.0,38227.0,38292.0,38227.0,0.0597296875,0.0597296875,0.9983025174971273,2.039239,14.90491,16.944149,2.039239,14.90491,16.944149,5.231224,27.6704,10000.0,2000000000.0
vcs,transpose,2,0.13,0.065,0.065,0,8,1,2,1,128,41433.0,41364.0,41433.0,41364.0,0.06463125,0.06463125,0.998334660777641,2.136616,15.600498,17.737114,2.136616,15.600498,17.737114,5.223576,29.9081,10000.0,2000000000.0
vcs,transpose,2,0.14,0.07,0.07,0,8,1,2,1,128,44554.0,44469.0,44554.0,44469.0,0.0694828125,0.0694828125,0.9980922027202944,3.20313,17.222605,20.425735,3.20313,17.222605,20.425735,5.219906,32.1393,10000.0,2000000000.0
vcs,transpose,2,0.15,0.075,0.075,0,8,1,2,1,128,47302.0,47203.0,47302.0,47203.0,0.0737546875,0.0737546875,0.9979070652403704,34.583861,19.363579,53.94744,34.583861,19.363579,53.94744,5.148613,33.7811,10000.0,2000000000.0
vcs,transpose,2,0.16,0.08,0.08,0,8,1,2,1,128,49824.0,49713.0,49824.0,49713.0,0.0776765625,0.0776765625,0.9977721579961464,66.156297,20.575423,86.73172,66.156297,20.575423,86.73172,5.05051,35.0926,10000.0,2000000000.0
vcs,transpose,2,0.17,0.085,0.085,0,8,1,2,1,128,52199.0,52071.0,52199.0,52071.0,0.0813609375,0.0813609375,0.9975478457441713,98.763285,22.257149,121.020434,98.763285,22.257149,121.020434,4.95074,36.2398,10000.0,2000000000.0
vcs,transpose,2,0.18,0.09,0.09,0,8,1,2,1,128,54149.0,54019.0,54149.0,54019.0,0.0844046875,0.0844046875,0.9975992169753828,155.713564,22.605491,178.319054,155.713564,22.605491,178.319054,4.816194,36.8639,10000.0,2000000000.0
vcs,transpose,2,0.19,0.095,0.095,0,8,1,2,1,128,56067.0,55931.0,56067.0,55931.0,0.0873921875,0.0873921875,0.9975743307114702,183.924121,23.003004,206.927124,183.924121,23.003004,206.927124,4.688885,37.456,10000.0,2000000000.0
vcs,transpose,2,0.2,0.1,0.1,0,8,1,2,1,128,57887.0,57741.0,57887.0,57741.0,0.0902203125,0.0902203125,0.9974778447665279,200.446667,23.726278,224.172945,200.446667,23.726278,224.172945,4.575951,38.0168,10000.0,2000000000.0
vcs,transpose,2,0.21,0.105,0.105,0,8,1,2,1,128,59492.0,59341.0,59492.0,59341.0,0.0927203125,0.0927203125,0.9974618436092247,249.91928,24.326772,274.246052,249.91928,24.326772,274.246052,4.464131,38.4049,10000.0,2000000000.0
vcs,transpose,2,0.22,0.11,0.11,0,8,1,2,1,128,60938.0,60779.0,60938.0,60779.0,0.0949671875,0.0949671875,0.9973907906396665,290.511509,24.48678,314.998289,290.511509,24.48678,314.998289,4.349594,38.6406,10000.0,2000000000.0
vcs,transpose,2,0.23,0.115,0.115,0,8,1,2,1,128,62311.0,62152.0,62311.0,62152.0,0.0971125,0.0971125,0.9974482836096356,322.78699,24.627253,347.414243,322.78699,24.627253,347.414243,4.23996,38.8296,10000.0,2000000000.0
vcs,transpose,2,0.24,0.12,0.12,0,8,1,2,1,128,63751.0,63583.0,63751.0,63583.0,0.0993484375,0.0993484375,0.9973647472196514,342.075083,24.9573,367.032383,342.075083,24.9573,367.032383,4.134564,39.0533,10000.0,2000000000.0
vcs,transpose,2,0.25,0.125,0.125,0,8,1,2,1,128,65055.0,64882.0,65055.0,64882.0,0.101378125,0.101378125,0.99734071170548,355.017447,25.583829,380.601276,355.017447,25.583829,380.601276,4.03363,39.1938,10000.0,2000000000.0
vcs,transpose,2,0.26,0.13,0.13,0,8,1,2,1,128,66105.0,65922.0,66105.0,65922.0,0.103003125,0.103003125,0.9972316768776945,398.626983,25.684885,424.311869,398.626983,25.684885,424.311869,3.937745,39.1911,10000.0,2000000000.0
vcs,transpose,2,0.27,0.135,0.135,0,8,1,2,1,128,67098.0,66911.0,67098.0,66911.0,0.1045484375,0.1045484375,0.9972130316849981,447.541211,25.621826,473.163037,447.541211,25.621826,473.163037,3.852042,39.2053,10000.0,2000000000.0
vcs,transpose,2,0.28,0.14,0.14,0,8,1,2,1,128,68100.0,67910.0,68100.0,67910.0,0.106109375,0.106109375,0.9972099853157121,489.060374,25.586732,514.647106,489.060374,25.586732,514.647106,3.772611,39.2533,10000.0,2000000000.0
vcs,transpose,2,0.29,0.145,0.145,0,8,1,2,1,128,69175.0,68984.0,69175.0,68984.0,0.1077875,0.1077875,0.9972388868810986,520.319871,25.616897,545.936768,520.319871,25.616897,545.936768,3.695756,39.3415,10000.0,2000000000.0
vcs,transpose,2,0.3,0.15,0.15,0,8,1,2,1,128,70169.0,69974.0,70169.0,69974.0,0.109334375,0.109334375,0.9972209950262937,538.593806,25.634378,564.228185,538.593806,25.634378,564.228185,3.618458,39.3661,10000.0,2000000000.0
vcs,transpose,2,0.31,0.155,0.155,0,8,1,2,1,128,71148.0,70948.0,71148.0,70948.0,0.11085625,0.11085625,0.9971889582279193,549.538366,25.704262,575.242628,549.538366,25.704262,575.242628,3.54344,39.3815,10000.0,2000000000.0
vcs,transpose,2,0.32,0.16,0.16,0,8,1,2,1,128,72130.0,71929.0,72130.0,71929.0,0.1123890625,0.1123890625,0.9972133647580756,553.883719,25.824647,579.708365,553.883719,25.824647,579.708365,3.471785,39.4068,10000.0,2000000000.0
vcs,transpose,2,0.33,0.165,0.165,0,8,1,2,1,128,73075.0,72875.0,73075.0,72875.0,0.1138671875,0.1138671875,0.9972630858706808,564.928,26.030134,590.958134,564.928,26.030134,590.958134,3.405091,39.4387,10000.0,2000000000.0
vcs,transpose,2,0.34,0.17,0.17,0,8,1,2,1,128,73879.0,73678.0,73879.0,73678.0,0.115121875,0.115121875,0.9972793351290624,594.770067,26.085222,620.855289,594.770067,26.085222,620.855289,3.349819,39.464,10000.0,2000000000.0
vcs,transpose,2,0.35,0.175,0.175,0,8,1,2,1,128,74608.0,74405.0,74608.0,74405.0,0.1162578125,0.1162578125,0.9972791121595539,634.028466,26.014246,660.042712,634.028466,26.014246,660.042712,3.29994,39.4819,10000.0,2000000000.0
vcs,transpose,2,0.36,0.18,0.18,0,8,1,2,1,128,75324.0,75117.0,75324.0,75117.0,0.1173703125,0.1173703125,0.9972518719133344,676.221242,25.896894,702.118136,676.221242,25.896894,702.118136,3.255828,39.5278,10000.0,2000000000.0
vcs,transpose,2,0.37,0.185,0.185,0,8,1,2,1,128,76030.0,75821.0,76030.0,75821.0,0.1184703125,0.1184703125,0.9972510850979877,715.068029,25.754646,740.822674,715.068029,25.754646,740.822674,3.212619,39.5731,10000.0,2000000000.0
vcs,transpose,2,0.38,0.19,0.19,0,8,1,2,1,128,76739.0,76534.0,76739.0,76534.0,0.119584375,0.119584375,0.9973286073574062,749.138919,25.625892,774.76481,749.138919,25.625892,774.76481,3.168056,39.6018,10000.0,2000000000.0
vcs,transpose,2,0.39,0.195,0.195,0,8,1,2,1,128,77417.0,77209.0,77417.0,77209.0,0.1206390625,0.1206390625,0.9973132516114032,780.840239,25.535093,806.375332,780.840239,25.535093,806.375332,3.127692,39.639,10000.0,2000000000.0
vcs,transpose,2,0.4,0.2,0.2,0,8,1,2,1,128,78101.0,77891.0,78101.0,77891.0,0.1217046875,0.1217046875,0.9973111739926506,806.770949,25.446046,832.216996,806.770949,25.446046,832.216996,3.084901,39.6562,10000.0,2000000000.0
vcs,transpose,2,0.41,0.205,0.205,0,8,1,2,1,128,78783.0,78573.0,78783.0,78573.0,0.1227703125,0.1227703125,0.9973344503255779,829.932916,25.354829,855.287745,829.932916,25.354829,855.287745,3.04387,39.6811,10000.0,2000000000.0
vcs,transpose,2,0.42,0.21,0.21,0,8,1,2,1,128,79468.0,79257.0,79468.0,79257.0,0.1238390625,0.1238390625,0.9973448432073287,849.258841,25.265163,874.524004,849.258841,25.265163,874.524004,3.004731,39.7143,10000.0,2000000000.0
vcs,transpose,2,0.43,0.215,0.215,0,8,1,2,1,128,80188.0,79978.0,80188.0,79978.0,0.124965625,0.124965625,0.9973811542874246,867.049914,25.169984,892.219898,867.049914,25.169984,892.219898,2.966741,39.7721,10000.0,2000000000.0
vcs,transpose,2,0.44,0.22,0.22,0,8,1,2,1,128,80894.0,80683.0,80894.0,80683.0,0.1260671875,0.1260671875,0.9973916483299132,878.722407,25.093911,903.816318,878.722407,25.093911,903.816318,2.929217,39.8173,10000.0,2000000000.0
vcs,transpose,2,0.45,0.225,0.225,0,8,1,2,1,128,81579.0,81367.0,81579.0,81367.0,0.1271359375,0.1271359375,0.9974012919991665,886.370347,25.031561,911.401907,886.370347,25.031561,911.401907,2.892106,39.8527,10000.0,2000000000.0
vcs,transpose,2,0.46,0.23,0.23,0,8,1,2,1,128,82276.0,82059.0,82276.0,82059.0,0.1282171875,0.1282171875,0.9973625358549273,893.108154,24.973568,918.081722,893.108154,24.973568,918.081722,2.855701,39.8935,10000.0,2000000000.0
vcs,transpose,2,0.47,0.235,0.235,0,8,1,2,1,128,82941.0,82721.0,82941.0,82721.0,0.1292515625,0.1292515625,0.9973475120869052,896.98501,24.935216,921.920226,896.98501,24.935216,921.920226,2.820759,39.9268,10000.0,2000000000.0
vcs,transpose,2,0.48,0.24,0.24,0,8,1,2,1,128,83645.0,83423.0,83645.0,83423.0,0.1303484375,0.1303484375,0.9973459262358778,900.590485,24.89745,925.487935,900.590485,24.89745,925.487935,2.787265,39.9848,10000.0,2000000000.0
vcs,transpose,2,0.49,0.245,0.245,0,8,1,2,1,128,84321.0,84095.0,84321.0,84095.0,0.1313984375,0.1313984375,0.9973197661318058,908.031167,24.879184,932.910351,908.031167,24.879184,932.910351,2.756597,40.0502,10000.0,2000000000.0
vcs,transpose,2,0.5,0.25,0.25,0,8,1,2,1,128,84931.0,84708.0,84931.0,84708.0,0.13235625,0.13235625,0.9973743391694434,918.846803,24.877532,943.724335,918.846803,24.877532,943.724335,2.727251,40.0927,10000.0,2000000000.0
vcs,transpose,4,0.01,0.005,0.005,0,8,1,4,1,128,3151.0,3149.0,3151.0,3149.0,0.0049203125,0.0049203125,0.9993652808632181,2.0,13.662433,15.662433,2.0,13.662433,15.662433,5.323595,2.307,10000.0,2000000000.0
vcs,transpose,4,0.02,0.01,0.01,0,8,1,4,1,128,6392.0,6384.0,6392.0,6384.0,0.009975,0.009975,0.9987484355444305,2.0,13.579731,15.579731,2.0,13.579731,15.579731,5.272556,4.6478,10000.0,2000000000.0
vcs,transpose,4,0.03,0.015,0.015,0,8,1,4,1,128,9506.0,9491.0,9506.0,9491.0,0.0148296875,0.0148296875,0.998422049232064,2.0,13.619007,15.619007,2.0,13.619007,15.619007,5.283532,6.9207,10000.0,2000000000.0
vcs,transpose,4,0.04,0.02,0.02,0,8,1,4,1,128,12607.0,12587.0,12607.0,12587.0,0.0196671875,0.0196671875,0.9984135797572777,2.0,13.59339,15.59339,2.0,13.59339,15.59339,5.262255,9.152,10000.0,2000000000.0
vcs,transpose,4,0.05,0.025,0.025,0,8,1,4,1,128,15968.0,15943.0,15968.0,15943.0,0.0249109375,0.0249109375,0.9984343687374749,2.0,13.582325,15.582325,2.0,13.582325,15.582325,5.247695,11.5682,10000.0,2000000000.0
vcs,transpose,4,0.06,0.03,0.03,0,8,1,4,1,128,19104.0,19069.0,19104.0,19069.0,0.0297953125,0.0297953125,0.9981679229480737,2.0,13.594053,15.594053,2.0,13.594053,15.594053,5.245057,13.8334,10000.0,2000000000.0
vcs,transpose,4,0.07,0.035,0.035,0,8,1,4,1,128,22259.0,22219.0,22259.0,22219.0,0.0347171875,0.0347171875,0.998202974077901,2.0,13.624781,15.624781,2.0,13.624781,15.624781,5.250461,16.129,10000.0,2000000000.0
vcs,transpose,4,0.08,0.04,0.04,0,8,1,4,1,128,25466.0,25421.0,25466.0,25421.0,0.0397203125,0.0397203125,0.9982329380350271,2.0,13.636324,15.636324,2.0,13.636324,15.636324,5.24645,18.4418,10000.0,2000000000.0
vcs,transpose,4,0.09,0.045,0.045,0,8,1,4,1,128,28697.0,28650.0,28697.0,28650.0,0.044765625,0.044765625,0.9983621981391783,2.0,13.637382,15.637382,2.0,13.637382,15.637382,5.237347,20.756,10000.0,2000000000.0
vcs,transpose,4,0.1,0.05,0.05,0,8,1,4,1,128,31948.0,31897.0,31948.0,31897.0,0.0498390625,0.0498390625,0.998403655940904,2.0,13.642662,15.642662,2.0,13.642662,15.642662,5.229395,23.0823,10000.0,2000000000.0
vcs,transpose,4,0.11,0.055,0.055,0,8,1,4,1,128,35122.0,35065.0,35122.0,35065.0,0.0547890625,0.0547890625,0.9983770855873811,2.0,13.666391,15.666391,2.0,13.666391,15.666391,5.230058,25.3773,10000.0,2000000000.0
vcs,transpose,4,0.12,0.06,0.06,0,8,1,4,1,128,38292.0,38230.0,38292.0,38230.0,0.059734375,0.059734375,0.9983808628434138,2.0,13.692179,15.692179,2.0,13.692179,15.692179,5.23118,27.6724,10000.0,2000000000.0
vcs,transpose,4,0.13,0.065,0.065,0,8,1,4,1,128,41433.0,41368.0,41433.0,41368.0,0.0646375,0.0646375,0.9984312021818358,2.0,13.701363,15.701363,2.0,13.701363,15.701363,5.223603,29.9118,10000.0,2000000000.0
vcs,transpose,4,0.14,0.07,0.07,0,8,1,4,1,128,44569.0,44500.0,44569.0,44500.0,0.06953125,0.06953125,0.9984518387219816,2.0,13.727213,15.727213,2.0,13.727213,15.727213,5.224404,32.1788,10000.0,2000000000.0
vcs,transpose,4,0.15,0.075,0.075,0,8,1,4,1,128,47760.0,47687.0,47760.0,47687.0,0.0745109375,0.0745109375,0.9984715242881071,2.0,13.761717,15.761717,2.0,13.761717,15.761717,5.227169,34.4973,10000.0,2000000000.0
vcs,transpose,4,0.16,0.08,0.08,0,8,1,4,1,128,50975.0,50894.0,50975.0,50894.0,0.079521875,0.079521875,0.9984109857773419,2.0,13.805733,15.805733,2.0,13.805733,15.805733,5.232365,36.846,10000.0,2000000000.0
vcs,transpose,4,0.17,0.085,0.085,0,8,1,4,1,128,54179.0,54093.0,54179.0,54093.0,0.0845203125,0.0845203125,0.9984126691153399,2.0,13.842142,15.842142,2.0,13.842142,15.842142,5.234984,39.1767,10000.0,2000000000.0
vcs,transpose,4,0.18,0.09,0.09,0,8,1,4,1,128,57392.0,57301.0,57392.0,57301.0,0.0895328125,0.0895328125,0.9984144131586283,2.0,13.87913,15.87913,2.0,13.87913,15.87913,5.233556,41.4929,10000.0,2000000000.0
vcs,transpose,4,0.19,0.095,0.095,0,8,1,4,1,128,60619.0,60520.0,60619.0,60520.0,0.0945625,0.0945625,0.9983668486778073,2.0,13.927049,15.927049,2.0,13.927049,15.927049,5.234997,43.8338,10000.0,2000000000.0
vcs,transpose,4,0.2,0.1,0.1,0,8,1,4,1,128,63806.0,63702.0,63806.0,63702.0,0.099534375,0.099534375,0.9983700592420776,2.0,14.000345,16.000345,2.0,14.000345,16.000345,5.245455,46.2045,10000.0,2000000000.0
vcs,transpose,4,0.21,0.105,0.105,0,8,1,4,1,128,66989.0,66881.0,66989.0,66881.0,0.1045015625,0.1045015625,0.9983877950111212,2.0,14.055217,16.055217,2.0,14.055217,16.055217,5.243851,48.4999,10000.0,2000000000.0
vcs,transpose,4,0.22,0.11,0.11,0,8,1,4,1,128,70137.0,70025.0,70137.0,70025.0,0.1094140625,0.1094140625,0.9984031253118896,2.0,14.120914,16.120914,2.0,14.120914,16.120914,5.242613,50.7693,10000.0,2000000000.0
vcs,transpose,4,0.23,0.115,0.115,0,8,1,4,1,128,73254.0,73136.0,73254.0,73136.0,0.114275,0.114275,0.9983891664618997,2.000014,14.204441,16.204455,2.000014,14.204441,16.204455,5.242234,53.0217,10000.0,2000000000.0
vcs,transpose,4,0.24,0.12,0.12,0,8,1,4,1,128,76496.0,76375.0,76496.0,76375.0,0.1193359375,0.1193359375,0.9984182179460364,2.000013,14.305178,16.305191,2.000013,14.305178,16.305191,5.241087,55.3602,10000.0,2000000000.0
vcs,transpose,4,0.25,0.125,0.125,0,8,1,4,1,128,79713.0,79582.0,79713.0,79582.0,0.124346875,0.124346875,0.9983566043179908,2.000025,14.455668,16.455693,2.000025,14.455668,16.455693,5.243246,57.7035,10000.0,2000000000.0
vcs,transpose,4,0.26,0.13,0.13,0,8,1,4,1,128,82939.0,82807.0,82939.0,82807.0,0.1293859375,0.1293859375,0.9984084688747151,2.000302,14.709747,16.710049,2.000302,14.709747,16.710049,5.246368,60.0641,10000.0,2000000000.0
vcs,transpose,4,0.27,0.135,0.135,0,8,1,4,1,128,86166.0,86024.0,86166.0,86024.0,0.1344125,0.1344125,0.9983520181974329,2.019006,15.222403,17.241409,2.019006,15.222403,17.241409,5.248326,62.4155,10000.0,2000000000.0
vcs,transpose,4,0.28,0.14,0.14,0,8,1,4,1,128,89310.0,89149.0,89310.0,89149.0,0.1392953125,0.1392953125,0.9981972903370283,3.003208,16.312241,19.315449,3.003208,16.312241,19.315449,5.244523,64.6488,10000.0,2000000000.0
vcs,transpose,4,0.29,0.145,0.145,0,8,1,4,1,128,92398.0,92217.0,92398.0,92217.0,0.1440890625,0.1440890625,0.9980410831403277,10.569342,18.047334,28.616676,10.569342,18.047334,28.616676,5.228624,66.7308,10000.0,2000000000.0
vcs,transpose,4,0.3,0.15,0.15,0,8,1,4,1,128,94906.0,94721.0,94906.0,94721.0,0.1480015625,0.1480015625,0.9980507028006659,41.77818,18.575216,60.353396,41.77818,18.575216,60.353396,5.171293,67.999,10000.0,2000000000.0
vcs,transpose,4,0.31,0.155,0.155,0,8,1,4,1,128,97381.0,97188.0,97381.0,97188.0,0.15185625,0.15185625,0.9980180938786827,60.867854,18.816953,79.684807,60.867854,18.816953,79.684807,5.11771,69.2514,10000.0,2000000000.0
vcs,transpose,4,0.32,0.16,0.16,0,8,1,4,1,128,99884.0,99685.0,99884.0,99685.0,0.1557578125,0.1557578125,0.9980076889191463,72.33007,19.356924,91.686994,72.33007,19.356924,91.686994,5.064453,70.4991,10000.0,2000000000.0
vcs,transpose,4,0.33,0.165,0.165,0,8,1,4,1,128,102346.0,102124.0,102346.0,102124.0,0.15956875,0.15956875,0.9978308873820179,79.625171,20.32675,99.951921,79.625171,20.32675,99.951921,5.010419,71.6769,10000.0,2000000000.0
vcs,transpose,4,0.34,0.17,0.17,0,8,1,4,1,128,104504.0,104275.0,104504.0,104275.0,0.1629296875,0.1629296875,0.9978086963178443,103.743237,21.365581,125.108818,103.743237,21.365581,125.108818,4.952136,72.5777,10000.0,2000000000.0
vcs,transpose,4,0.35,0.175,0.175,0,8,1,4,1,128,106412.0,106183.0,106412.0,106183.0,0.1659109375,0.1659109375,0.9978479870691276,132.157219,21.454254,153.611473,132.157219,21.454254,153.611473,4.884322,73.1819,10000.0,2000000000.0
vcs,transpose,4,0.36,0.18,0.18,0,8,1,4,1,128,108277.0,108043.0,108277.0,108043.0,0.1688171875,0.1688171875,0.9978388762156322,156.333534,21.512296,177.84583,156.333534,21.512296,177.84583,4.817563,73.7415,10000.0,2000000000.0
vcs,transpose,4,0.37,0.185,0.185,0,8,1,4,1,128,110166.0,109928.0,110166.0,109928.0,0.1717625,0.1717625,0.9978396238403864,173.920384,21.675278,195.595663,173.920384,21.675278,195.595663,4.753584,74.3223,10000.0,2000000000.0
vcs,transpose,4,0.38,0.19,0.19,0,8,1,4,1,128,112059.0,111811.0,112059.0,111811.0,0.1747046875,0.1747046875,0.9977868801256481,184.626423,21.901745,206.528168,184.626423,21.901745,206.528168,4.689861,74.8848,10000.0,2000000000.0
vcs,transpose,4,0.39,0.195,0.195,0,8,1,4,1,128,113947.0,113694.0,113947.0,113694.0,0.177646875,0.177646875,0.9977796694954671,190.093074,22.313332,212.406407,190.093074,22.313332,212.406407,4.633666,75.5033,10000.0,2000000000.0
vcs,transpose,4,0.4,0.2,0.2,0,8,1,4,1,128,115853.0,115573.0,115853.0,115573.0,0.1805828125,0.1805828125,0.9975831441568194,195.273983,23.151567,218.425549,195.273983,23.151567,218.425549,4.575031,76.0762,10000.0,2000000000.0
vcs,transpose,4,0.41,0.205,0.205,0,8,1,4,1,128,117413.0,117128.0,117413.0,117128.0,0.1830125,0.1830125,0.9975726708286136,221.159979,23.587818,244.747797,221.159979,23.587818,244.747797,4.51378,76.3851,10000.0,2000000000.0
vcs,transpose,4,0.42,0.21,0.21,0,8,1,4,1,128,118827.0,118539.0,118827.0,118539.0,0.1852171875,0.1852171875,0.9975763084147542,249.267169,23.59771,272.86488,249.267169,23.59771,272.86488,4.454213,76.5963,10000.0,2000000000.0
vcs,transpose,4,0.43,0.215,0.215,0,8,1,4,1,128,120330.0,120039.0,120330.0,120039.0,0.1875609375,0.1875609375,0.9975816504612316,274.343105,23.612068,297.955173,274.343105,23.612068,297.955173,4.397871,76.8907,10000.0,2000000000.0
vcs,transpose,4,0.44,0.22,0.22,0,8,1,4,1,128,121747.0,121450.0,121747.0,121450.0,0.189765625,0.189765625,0.997560514838148,294.75846,23.60839,318.366851,294.75846,23.60839,318.366851,4.339201,77.0831,10000.0,2000000000.0
vcs,transpose,4,0.45,0.225,0.225,0,8,1,4,1,128,123098.0,122804.0,123098.0,122804.0,0.19188125,0.19188125,0.9976116590033957,309.89844,23.645606,333.544046,309.89844,23.645606,333.544046,4.282857,77.2479,10000.0,2000000000.0
vcs,transpose,4,0.46,0.23,0.23,0,8,1,4,1,128,124532.0,124232.0,124532.0,124232.0,0.1941125,0.1941125,0.9975909806314843,322.140777,23.696133,345.83691,322.140777,23.696133,345.83691,4.23052,77.4932,10000.0,2000000000.0
vcs,transpose,4,0.47,0.235,0.235,0,8,1,4,1,128,125859.0,125553.0,125859.0,125553.0,0.1961765625,0.1961765625,0.9975687078397254,329.432216,23.816372,353.248588,329.432216,23.816372,353.248588,4.175639,77.6298,10000.0,2000000000.0
vcs,transpose,4,0.48,0.24,0.24,0,8,1,4,1,128,127200.0,126890.0,127200.0,126890.0,0.198265625,0.198265625,0.997562893081761,333.320656,23.965726,357.286382,333.320656,23.965726,357.286382,4.122169,77.7767,10000.0,2000000000.0
vcs,transpose,4,0.49,0.245,0.245,0,8,1,4,1,128,128588.0,128261.0,128588.0,128261.0,0.2004078125,0.2004078125,0.9974569944318288,335.191633,24.220285,359.411918,335.191633,24.220285,359.411918,4.072056,77.975,10000.0,2000000000.0
vcs,transpose,4,0.5,0.25,0.25,0,8,1,4,1,128,129903.0,129573.0,129903.0,129573.0,0.2024578125,0.2024578125,0.9974596429643657,343.439142,24.758275,368.197418,343.439142,24.758275,368.197418,4.02553,78.1652,10000.0,2000000000.0
vcs,transpose,8,0.01,0.005,0.005,0,8,1,8,1,128,3151.0,3149.0,3151.0,3149.0,0.0049203125,0.0049203125,0.9993652808632181,2.0,13.662433,15.662433,2.0,13.662433,15.662433,5.323595,2.307,10000.0,2000000000.0
vcs,transpose,8,0.02,0.01,0.01,0,8,1,8,1,128,6392.0,6384.0,6392.0,6384.0,0.009975,0.009975,0.9987484355444305,2.0,13.579731,15.579731,2.0,13.579731,15.579731,5.272556,4.6478,10000.0,2000000000.0
vcs,transpose,8,0.03,0.015,0.015,0,8,1,8,1,128,9506.0,9491.0,9506.0,9491.0,0.0148296875,0.0148296875,0.998422049232064,2.0,13.619007,15.619007,2.0,13.619007,15.619007,5.283532,6.9207,10000.0,2000000000.0
vcs,transpose,8,0.04,0.02,0.02,0,8,1,8,1,128,12607.0,12587.0,12607.0,12587.0,0.0196671875,0.0196671875,0.9984135797572777,2.0,13.59339,15.59339,2.0,13.59339,15.59339,5.262255,9.152,10000.0,2000000000.0
