mode,pattern,injection_rate,vcs_per_vnet,sim_cycles,deadlock,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,cbs_entry_blocks,cbs_mark_moves,sim_ticks
torus3d_dor,torus3d_tornado,0.9,4,10000,0,288000.0,287669.0,287377.0,0.9988506944444444,0.9989849445021883,0.4490265625,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor,torus3d_tornado,0.95,4,10000,0,304000.0,303819.0,303512.0,0.9994046052631579,0.9989895299503981,0.4742375,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor,torus3d_tornado,1.0,4,10000,0,320000.0,319602.0,319283.0,0.99875625,0.9990018835927185,0.4988796875,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.05,4,10000,0,16000.0,15968.0,15949.0,0.998,0.998810120240481,0.0249203125,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.1,4,10000,0,32000.0,31948.0,31904.0,0.998375,0.9986227619882309,0.04985,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.15,4,10000,0,48000.0,47760.0,47701.0,0.995,0.9987646566164154,0.0745328125,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.2,4,10000,0,64000.0,63806.0,63730.0,0.99696875,0.9988088894461336,0.099578125,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.25,4,10000,0,80000.0,79713.0,79623.0,0.9964125,0.9988709495314441,0.1244109375,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.3,4,10000,0,96000.0,95810.0,95708.0,0.9980208333333334,0.9989353929652437,0.14954375,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.35,4,10000,0,112000.0,111703.0,111591.0,0.9973482142857143,0.9989973411636214,0.1743609375,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.4,4,10000,0,128000.0,127637.0,127504.0,0.9971640625,0.9989579824032216,0.199225,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.45,4,10000,0,144000.0,143553.0,143408.0,0.9968958333333333,0.9989899200991968,0.224075,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.5,4,10000,0,160000.0,159452.0,159293.0,0.996575,0.9990028347088779,0.2488953125,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.55,4,10000,0,176000.0,175634.0,175458.0,0.9979204545454545,0.9989979161210244,0.274153125,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.6,4,10000,0,192000.0,191507.0,191314.0,0.9974322916666667,0.998992203940326,0.298928125,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.65,4,10000,0,208000.0,207649.0,207445.0,0.9983125,0.9990175729235392,0.3241328125,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.7,4,10000,0,224000.0,223725.0,223498.0,0.9987723214285714,0.9989853614929043,0.349215625,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.75,4,10000,0,240000.0,239664.0,239418.0,0.9986,0.9989735629881834,0.374090625,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.8,4,10000,0,256000.0,255852.0,255590.0,0.999421875,0.9989759704829354,0.399359375,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.85,4,10000,0,272000.0,271674.0,271399.0,0.9988014705882353,0.9989877573856902,0.4240609375,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.9,4,10000,0,288000.0,287669.0,287377.0,0.9988506944444444,0.9989849445021883,0.4490265625,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,0.95,4,10000,0,304000.0,303819.0,303512.0,0.9994046052631579,0.9989895299503981,0.4742375,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_tornado,1.0,4,10000,0,320000.0,319602.0,319283.0,0.99875625,0.9990018835927185,0.4988796875,2.0,9.0,11.0,3.0,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.05,4,10000,0,16000.0,15968.0,15949.0,0.998,0.998810120240481,0.0249203125,2.0,9.04157,11.04157,3.0,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.1,4,10000,0,32000.0,31948.0,31904.0,0.998375,0.9986227619882309,0.04985,2.0,9.094471,11.094471,3.0,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.15,4,10000,0,48000.0,47760.0,47701.0,0.995,0.9987646566164154,0.0745328125,2.0,9.138551,11.138551,3.0,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.2,4,10000,0,64000.0,63806.0,63730.0,0.99696875,0.9988088894461336,0.099578125,2.000031,9.193159,11.19319,3.0,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.25,4,10000,0,80000.0,79713.0,79623.0,0.9964125,0.9988709495314441,0.1244109375,2.000025,9.242819,11.242844,3.0,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.3,4,10000,0,96000.0,95810.0,95708.0,0.9980208333333334,0.9989353929652437,0.14954375,2.000073,9.298857,11.29893,3.000042,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.35,4,10000,0,112000.0,111703.0,111591.0,0.9973482142857143,0.9989973411636214,0.1743609375,2.00017,9.36019,11.360361,3.000072,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.4,4,10000,0,128000.0,127637.0,127504.0,0.9971640625,0.9989579824032216,0.199225,2.000455,9.425344,11.425798,3.000188,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.45,4,10000,0,144000.0,143553.0,143404.0,0.9968958333333333,0.9989620558260712,0.22406875,2.000816,9.497852,11.498668,3.000502,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.5,4,10000,0,160000.0,159452.0,159289.0,0.996575,0.9989777487896044,0.2488890625,2.001287,9.565431,11.566718,3.000741,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.55,4,10000,0,176000.0,175634.0,175453.0,0.9979204545454545,0.9989694478290081,0.2741453125,2.002787,9.647113,11.649901,3.001288,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.6,4,10000,0,192000.0,191507.0,191311.0,0.9974322916666667,0.9989765387166004,0.2989234375,2.003957,9.723382,11.727339,3.00185,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.65,4,10000,0,208000.0,207649.0,207441.0,0.9983125,0.9989983096475302,0.3241265625,2.007337,9.821294,11.828631,3.003635,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.7,4,10000,0,224000.0,223725.0,223487.0,0.9987723214285714,0.9989361939881551,0.3491984375,2.010654,9.918121,11.928774,3.005235,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.75,4,10000,0,240000.0,239664.0,239404.0,0.9986,0.9989151478736898,0.37406875,2.017974,10.030033,12.048007,3.008204,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.8,4,10000,0,256000.0,255851.0,255569.0,0.99941796875,0.9988977959828181,0.3993265625,2.027245,10.152702,12.179947,3.011285,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.85,4,10000,0,272000.0,271673.0,271374.0,0.998797794117647,0.9988994121609435,0.424021875,2.044492,10.292637,12.337129,3.01712,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.9,4,10000,0,288000.0,287669.0,287348.0,0.9988506944444444,0.9988841341958987,0.44898125,2.073026,10.460463,12.533489,3.024222,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,0.95,4,10000,0,304000.0,303818.0,303479.0,0.9994013157894737,0.9988842004094557,0.4741859375,2.12421,10.650681,12.774891,3.033966,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_tornado,1.0,4,10000,0,320000.0,319598.0,319231.0,0.99874375,0.9988516824260477,0.4987984375,2.249694,10.906456,13.15615,3.047533,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.05,4,10000,0,16000.0,15968.0,15949.0,0.998,0.998810120240481,0.0249203125,2.0,9.062386,11.062386,3.003825,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.1,4,10000,0,32000.0,31948.0,31906.0,0.998375,0.9986853637160386,0.049853125,2.0,9.116373,11.116373,3.00351,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.15,4,10000,0,48000.0,47760.0,47703.0,0.995,0.9988065326633165,0.0745359375,2.0,9.162883,11.162883,2.999057,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.2,4,10000,0,64000.0,63806.0,63731.0,0.99696875,0.9988245619534213,0.0995796875,2.0,9.225542,11.225542,3.001553,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.25,4,10000,0,80000.0,79713.0,79625.0,0.9964125,0.9988960395418565,0.1244140625,2.0,9.298863,11.298863,3.00368,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.3,4,10000,0,96000.0,95810.0,95709.0,0.9980208333333334,0.9989458302891139,0.1495453125,2.0,9.379463,11.379463,3.001243,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.35,4,10000,0,112000.0,111703.0,111591.0,0.9973482142857143,0.9989973411636214,0.1743609375,2.000054,9.50324,11.503293,3.00078,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.4,4,10000,0,128000.0,127637.0,127505.0,0.9971640625,0.9989658171219944,0.1992265625,2.000384,9.701306,11.70169,3.000086,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.45,4,10000,0,144000.0,143553.0,143403.0,0.9968958333333333,0.9989550897577898,0.2240671875,2.036017,10.199501,12.235518,2.998027,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.5,4,10000,0,160000.0,134787.0,134420.0,0.84241875,0.9972771854852471,0.21003125,316.547374,23.131402,339.678775,2.913257,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.55,4,10000,0,176000.0,155876.0,155492.0,0.8856590909090909,0.9975365033744772,0.24295625,393.623659,22.525654,416.149313,2.93444,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.6,4,10000,0,192000.0,165251.0,164868.0,0.8606822916666667,0.9976823135714761,0.25760625,649.382476,21.915684,671.29816,2.913713,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.65,4,10000,0,208000.0,164718.0,164328.0,0.7919134615384615,0.9976323170509598,0.2567625,777.914701,22.494188,800.40889,2.891412,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.7,4,10000,0,224000.0,173842.0,173446.0,0.7760803571428572,0.9977220694653766,0.271009375,803.220599,21.32402,824.544619,2.830195,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.75,4,10000,0,240000.0,185094.0,184691.0,0.771225,0.9978227279112235,0.2885796875,900.867054,20.253716,921.120769,2.855548,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.8,4,10000,0,256000.0,189213.0,188810.0,0.73911328125,0.9978701252028137,0.295015625,963.352799,20.158556,983.511355,2.827234,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.85,4,10000,0,272000.0,193030.0,192617.0,0.7096691176470589,0.9978604362016267,0.3009640625,1050.119273,20.066074,1070.185347,2.799317,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.9,4,10000,0,288000.0,197021.0,196606.0,0.6841006944444444,0.9978936255526061,0.307196875,1075.053111,20.005692,1095.058803,2.776904,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,0.95,4,10000,0,304000.0,205216.0,204795.0,0.6750526315789473,0.9979485030406986,0.3199921875,1072.886335,19.383427,1092.269762,2.767987,0.0,0.0,10000.0
torus3d_dor,torus3d_transpose,1.0,4,10000,0,320000.0,218312.0,217891.0,0.682225,0.9980715672981788,0.3404546875,1121.143049,18.458459,1139.601507,2.803493,0.0,0.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.05,4,10000,0,16000.0,15968.0,15949.0,0.998,0.998810120240481,0.0249203125,2.0,9.062449,11.062449,3.003825,1.0,1.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.1,4,10000,0,32000.0,31948.0,31906.0,0.998375,0.9986853637160386,0.049853125,2.0,9.11747,11.11747,3.00351,29.0,10.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.15,4,10000,0,48000.0,47760.0,47703.0,0.995,0.9988065326633165,0.0745359375,2.0,9.165985,11.165985,2.999057,119.0,56.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.2,4,10000,0,64000.0,63806.0,63731.0,0.99696875,0.9988245619534213,0.0995796875,2.0,9.233058,11.233058,3.001553,343.0,137.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.25,4,10000,0,80000.0,79713.0,79625.0,0.9964125,0.9988960395418565,0.1244140625,2.0,9.31313,11.31313,3.00368,834.0,310.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.3,4,10000,0,96000.0,95810.0,95709.0,0.9980208333333334,0.9989458302891139,0.1495453125,2.00001,9.40481,11.404821,3.001243,1700.0,608.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.35,4,10000,0,112000.0,111703.0,111591.0,0.9973482142857143,0.9989973411636214,0.1743609375,2.000036,9.55293,11.552966,3.00078,3380.0,1116.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.4,4,10000,0,128000.0,127637.0,127505.0,0.9971640625,0.9989658171219944,0.1992265625,2.002816,9.798596,11.801412,3.000086,6879.0,1867.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.45,4,10000,0,144000.0,143553.0,143399.0,0.9968958333333333,0.9989272254846642,0.2240609375,2.020872,10.383057,12.403929,2.997999,13966.0,3063.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.5,4,10000,0,160000.0,155559.0,155260.0,0.97224375,0.9980778997036495,0.24259375,80.730781,17.349601,98.080381,2.974649,134800.0,4380.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.55,4,10000,0,176000.0,165168.0,164806.0,0.9384545454545454,0.9978082921631308,0.257509375,302.594693,19.911144,322.505837,2.96721,222912.0,1015.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.6,4,10000,0,192000.0,166712.0,166342.0,0.8682916666666667,0.9977806036758002,0.259909375,569.79244,20.575194,590.367634,2.93434,241738.0,974.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.65,4,10000,0,208000.0,173639.0,173265.0,0.8348028846153847,0.9978461060015319,0.2707265625,726.715107,20.182137,746.897244,2.917658,232306.0,426.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.7,4,10000,0,224000.0,179268.0,178885.0,0.8003035714285714,0.9978635339268581,0.2795078125,818.485373,20.062129,838.547503,2.887207,245607.0,1330.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.75,4,10000,0,240000.0,189383.0,188993.0,0.7890958333333333,0.9979406810537377,0.2953015625,882.855989,19.363585,902.219574,2.887895,241444.0,866.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.8,4,10000,0,256000.0,189894.0,189496.0,0.7417734375,0.9979040938628919,0.2960875,1019.057795,19.818445,1038.87624,2.844588,276357.0,1132.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.85,4,10000,0,272000.0,195716.0,195312.0,0.7195441176470588,0.9979357845040774,0.305175,1064.007183,19.668894,1083.676077,2.823298,276285.0,1395.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.9,4,10000,0,288000.0,201779.0,201365.0,0.7006215277777778,0.9979482503134618,0.3146328125,1117.413855,19.134711,1136.548566,2.821026,263123.0,530.0,10000.0
torus3d_dor_cbs,torus3d_transpose,0.95,4,10000,0,304000.0,206385.0,205973.0,0.6788980263157894,0.9980037308912953,0.3218328125,1155.256645,18.835833,1174.092478,2.79392,282418.0,435.0,10000.0
torus3d_dor_cbs,torus3d_transpose,1.0,4,10000,0,320000.0,217607.0,217188.0,0.680021875,0.9980745104707109,0.33935625,1181.498481,17.853113,1199.351594,2.815947,249782.0,66.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.05,4,10000,0,16000.0,15968.0,15949.0,0.998,0.998810120240481,0.0249203125,2.0,9.042072,11.042072,3.003825,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.1,4,10000,0,32000.0,31948.0,31906.0,0.998375,0.9986853637160386,0.049853125,2.0,9.076694,11.076694,3.00351,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.15,4,10000,0,48000.0,47760.0,47703.0,0.995,0.9988065326633165,0.0745359375,2.0,9.098799,11.098799,2.999057,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.2,4,10000,0,64000.0,63806.0,63730.0,0.99696875,0.9988088894461336,0.099578125,2.000016,9.137471,11.137486,3.001538,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.25,4,10000,0,80000.0,79713.0,79624.0,0.9964125,0.9988834945366503,0.1244125,2.000025,9.176793,11.176819,3.003692,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.3,4,10000,0,96000.0,95810.0,95709.0,0.9980208333333334,0.9989458302891139,0.1495453125,2.000021,9.201611,11.201632,3.001243,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.35,4,10000,0,112000.0,111703.0,111592.0,0.9973482142857143,0.9990062934746605,0.1743625,2.00009,9.23249,11.232579,3.000789,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.4,4,10000,0,128000.0,127637.0,127506.0,0.9971640625,0.9989736518407671,0.199228125,2.000165,9.264686,11.26485,3.000094,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.45,4,10000,0,144000.0,143553.0,143409.0,0.9968958333333333,0.9989968861674782,0.2240765625,2.000258,9.289947,11.290205,2.998082,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.5,4,10000,0,160000.0,159452.0,159294.0,0.996575,0.9990091061886963,0.248896875,2.00054,9.327169,11.327709,2.99774,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.55,4,10000,0,176000.0,175634.0,175456.0,0.9979204545454545,0.9989865288042179,0.27415,2.000901,9.362798,11.363698,2.999441,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.6,4,10000,0,192000.0,191507.0,191311.0,0.9974322916666667,0.9989765387166004,0.2989234375,2.001589,9.402653,11.404242,3.000037,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.65,4,10000,0,208000.0,207649.0,207440.0,0.9983125,0.998993493828528,0.324125,2.002574,9.441414,11.443989,3.000347,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.7,4,10000,0,224000.0,223725.0,223491.0,0.9987723214285714,0.9989540730807912,0.3492046875,2.004515,9.480641,11.485156,2.999217,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.75,4,10000,0,240000.0,239664.0,239417.0,0.9986,0.9989693904800053,0.3740890625,2.006566,9.524219,11.530785,3.000104,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.8,4,10000,0,256000.0,255852.0,255586.0,0.999421875,0.998960336444507,0.399353125,2.010196,9.572512,11.582708,3.001064,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.85,4,10000,0,272000.0,271673.0,271397.0,0.998797794117647,0.9989840727639479,0.4240578125,2.01524,9.619933,11.635173,3.000512,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.9,4,10000,0,288000.0,287669.0,287367.0,0.9988506944444444,0.9989501823276057,0.4490109375,2.024276,9.67299,11.697265,3.002161,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,0.95,4,10000,0,304000.0,303819.0,303503.0,0.9994046052631579,0.9989599070499212,0.4742234375,2.03572,9.726158,11.761877,3.002211,0.0,0.0,10000.0
torus3d_adaptive_escape,torus3d_transpose,1.0,4,10000,0,320000.0,319601.0,319270.0,0.998753125,0.9989643336535242,0.498859375,2.053118,9.782917,11.836035,3.003063,0.0,0.0,10000.0
