mode,injection_rate,offered_load,expected_generated,vcs_per_vnet,ctrl_depth,wormhole,packets_injected,packets_received,flits_injected,flits_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,average_link_utilization,sim_ticks,sim_freq
vc1_depth16_wormhole,0.22,0.11,17600.0,1,16,1,17486.0,17467.0,17486.0,17467.0,0.9935227272727273,0.9989134164474437,0.10916875,2.0,11.455258,13.455258,4.029942,10.5404,10000.0,2000000000.0
vc1_depth16_wormhole,0.23,0.115,18400.0,1,16,1,18294.0,18276.0,18294.0,18276.0,0.9942391304347826,0.9990160708428993,0.114225,2.0,11.386463,13.386463,3.981889,10.9394,10000.0,2000000000.0
vc1_depth16_wormhole,0.24,0.12,19200.0,1,16,1,19130.0,19111.0,19130.0,19111.0,0.9963541666666667,0.9990067956089911,0.11944375,2.0,11.404113,13.404113,3.985087,11.4474,10000.0,2000000000.0
vc1_depth16_wormhole,0.25,0.125,20000.0,1,16,1,19928.0,19903.0,19928.0,19903.0,0.9964,0.9987454837414693,0.12439375,2.0,11.498116,13.498116,4.014973,11.9815,10000.0,2000000000.0
vc1_depth16_wormhole,0.26,0.13,20800.0,1,16,1,20752.0,20726.0,20752.0,20726.0,0.9976923076923077,0.9987471087124132,0.1295375,2.0,11.509553,13.509553,4.004342,12.4546,10000.0,2000000000.0
vc1_depth16_wormhole,0.27,0.135,21600.0,1,16,1,21569.0,21537.0,21569.0,21537.0,0.9985648148148148,0.9985163892623673,0.13460625,2.0,11.546501,13.546501,4.010633,12.9576,10000.0,2000000000.0
vc1_depth16_wormhole,0.28,0.14,22400.000000000004,1,16,1,22356.0,22325.0,22356.0,22325.0,0.9980357142857141,0.998613347647164,0.13953125,2.0,11.535364,13.535364,3.996596,13.3992,10000.0,2000000000.0
vc1_depth16_wormhole,0.29,0.145,23200.0,1,16,1,23168.0,23141.0,23168.0,23141.0,0.9986206896551724,0.9988345994475138,0.14463125,2.0,11.559094,13.559094,3.993648,13.8791,10000.0,2000000000.0
vc1_depth16_wormhole,0.3,0.15,24000.0,1,16,1,23980.0,23952.0,23980.0,23952.0,0.9991666666666666,0.9988323603002502,0.1497,2.0,11.531313,13.531313,3.970023,14.3099,10000.0,2000000000.0
vc1_depth16_wormhole,0.31,0.155,24800.0,1,16,1,24784.0,24751.0,24784.0,24751.0,0.9993548387096775,0.9986684958037444,0.15469375,2.0,11.641711,13.641711,4.013292,14.8957,10000.0,2000000000.0
vc1_depth16_wormhole,0.32,0.16,25600.0,1,16,1,25570.0,25537.0,25570.0,25537.0,0.998828125,0.9987094251075479,0.15960625,2.0,11.635705,13.635705,3.996985,15.3251,10000.0,2000000000.0
vc1_depth16_wormhole,0.33,0.165,26400.0,1,16,1,26354.0,26320.0,26354.0,26320.0,0.9982575757575758,0.9987098732640206,0.1645,2.0,11.650418,13.650418,3.984043,15.7641,10000.0,2000000000.0
vc1_depth16_wormhole,0.34,0.17,27200.000000000004,1,16,1,27114.0,27084.0,27114.0,27084.0,0.9968382352941175,0.9988935605222394,0.169275,2.0,11.742099,13.742099,4.008307,16.2841,10000.0,2000000000.0
vc1_depth16_wormhole,0.35,0.175,28000.0,1,16,1,27929.0,27895.0,27929.0,27895.0,0.9974642857142857,0.998782627376562,0.17434375,2.0,11.730669,13.730669,3.988744,16.7161,10000.0,2000000000.0
vc1_depth16_wormhole,0.36,0.18,28800.0,1,16,1,28652.0,28619.0,28652.0,28619.0,0.9948611111111111,0.998848247940807,0.17886875,2.0,11.829519,13.829519,4.017541,17.235,10000.0,2000000000.0
vc1_depth16_wormhole,0.37,0.185,29600.0,1,16,1,29462.0,29424.0,29462.0,29424.0,0.9953378378378378,0.9987102029733216,0.1839,2.0,11.777121,13.777121,3.987119,17.6288,10000.0,2000000000.0
vc1_depth16_wormhole,0.38,0.19,30400.0,1,16,1,30316.0,30281.0,30316.0,30281.0,0.9972368421052632,0.998845494128513,0.18925625,2.0,11.829992,13.829992,3.992305,18.1589,10000.0,2000000000.0
vc1_depth16_wormhole,0.39,0.195,31200.0,1,16,1,31100.0,31056.0,31100.0,31056.0,0.9967948717948718,0.9985852090032155,0.1941,2.0,11.93808,13.93808,4.011463,18.6855,10000.0,2000000000.0
vc1_depth16_wormhole,0.4,0.2,32000.0,1,16,1,31925.0,31892.0,31925.0,31892.0,0.99765625,0.9989663273296789,0.199325,2.0,11.919698,13.919698,3.995673,19.1348,10000.0,2000000000.0
vc1_depth16_wormhole,0.41,0.205,32800.0,1,16,1,32708.0,32661.0,32708.0,32661.0,0.9971951219512195,0.9985630426806897,0.20413125,2.0,11.962004,13.962004,3.993999,19.5929,10000.0,2000000000.0
vc1_depth16_wormhole,0.42,0.21,33600.0,1,16,1,33496.0,33454.0,33496.0,33454.0,0.996904761904762,0.9987461189395749,0.2090875,2.0,12.062892,14.062892,4.009057,20.1171,10000.0,2000000000.0
vc1_depth16_wormhole,0.43,0.215,34400.0,1,16,1,34349.0,34307.0,34349.0,34307.0,0.9985174418604651,0.9987772569798248,0.21441875,2.0,12.083452,14.083452,3.995395,20.5831,10000.0,2000000000.0
vc1_depth16_wormhole,0.44,0.22,35200.0,1,16,1,35168.0,35123.0,35168.0,35123.0,0.9990909090909091,0.9987204276615105,0.21951875,2.0,12.141303,14.141303,3.985964,21.0434,10000.0,2000000000.0
vc1_depth16_wormhole,0.45,0.225,36000.0,1,16,1,35927.0,35881.0,35927.0,35881.0,0.9979722222222223,0.9987196259080914,0.22425625,2.0,12.242273,14.242273,4.015579,21.6032,10000.0,2000000000.0
vc1_depth16_wormhole,0.46,0.23,36800.0,1,16,1,36689.0,36635.0,36689.0,36635.0,0.9969836956521739,0.998528169206029,0.22896875,2.0,12.229043,14.229043,3.998253,21.995,10000.0,2000000000.0
vc1_depth16_wormhole,0.47,0.235,37600.0,1,16,1,37457.0,37401.0,37457.0,37401.0,0.9961968085106383,0.998504952345356,0.23375625,2.0,12.329697,14.329697,4.004706,22.4766,10000.0,2000000000.0
vc1_depth16_wormhole,0.48,0.24,38400.0,1,16,1,38210.0,38163.0,38210.0,38163.0,0.9950520833333333,0.998769955509029,0.23851875,2.0,12.418521,14.418521,4.019128,22.9858,10000.0,2000000000.0
vc1_depth16_wormhole,0.49,0.245,39200.0,1,16,1,39013.0,38948.0,39013.0,38948.0,0.9952295918367347,0.9983338887037654,0.243425,2.0,12.448572,14.448572,3.999384,23.3908,10000.0,2000000000.0
vc1_depth16_wormhole,0.5,0.25,40000.0,1,16,1,39773.0,39720.0,39773.0,39720.0,0.994325,0.9986674377089986,0.24825,2.0,12.594688,14.594688,4.001863,23.8582,10000.0,2000000000.0
